Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Mungaru Male 2,2016-09-09,Kannada,Ganesh,Neha Shetty,Arjun Janya,"Preetham is a confused youngster, whose is born to a wealthy family and lives the hipster life. He seeks constant change and adventure, even in his love life. When he finally meets a match in Nandini, does he really find a happily ever after?",5.0,0.3501
Idolle Ramayana,2016-10-07,Kannada,Prakash Raj,Priyamani,Ilaiyaraaja,"Bhujanga, a Gulf-returned tyrant and theatre enthusiast, is a known man in his town. His family life isn't the most cordial, given his temperament. He's forced to spend a night and a day locked in an empty shop with a sex worker. What happens then...",6.5,0.3093
Jigarthanda,2016-06-24,Kannada,P. Ravi Shankar,Samyukta Hornad,Arjun Janya,"An aspiring director targets a ruthless gangster for making a violent gangster film. His discreet attempts to research the gangster fail miserably. Finally when he gets caught snooping, the tables are turned on him.",6.5,0.2816
Jessie,2016-03-25,Kannada,Dhananjay,Parul Yadav,J Anoop Seelin,"Jessie is a romantic love story of Jessie and Dr. Nandini. Jessie madly falls in love with Nandini and after a few days love blossoms, and she accepts Jessie`s love proposal. The twist in the tale is when Nandini gets to know that Jessie is a ghost!",0.0,0.3746
Kiragoorina Gayyaligalu,2016-03-11,Kannada,Yogesh,Shwetha Srivatsav,Sadhu Kokila,The movie depicts the indomitable feminine spirit in all its grandeur. Most importantly the role of women in countering the evils of society on a broad canvas of agrarian India.,8.5,0.2714
Chakravyuha,2016-04-20,Kannada,Puneeth Rajkumar,Rachita Ram,S. Thaman,A young man (Puneeth Rajkumar) finds himself in too deep after taking an injured protester to a hospital.,6.25,0.3526
Ricky,2016-01-22,Kannada,Rakshit Shetty,Hariprriya,Arjun Janya,"City-bred wildlife conservationist Ricky falls in love with a simple village girl Radha. Their love story takes an unexpected turn when Ricky leaves on an outdoor assignment. Set against, a naxal backdrop, it is a story that will have you experience many edge of the seat moments.",4.7,0.2078
Naanu Mattu Varalakshmi,2016-12-23,Kannada,Sadhu Kokila,Malavika Mohanan,V. Harikrishna,"Motocross racers Munna and Charan are arch enemies and keep competing against each other. However, situations take a drastic turn when Munna falls in love with Varalakshmi, Charan's sister.",0.0,0.2587
Cinema My Darling,2016-03-25,Kannada,Vihan Gowda,Sanjjanaa Galrani,B. Ajaneesh Loknath,"Four friends Satya an aspiring director, Basava Patil a budding Music Director, Aadarsh a camera man and Vishwa an aspiring actor come together to make a film. A famous dancer Devayani, a girl next door Pallavi, Savita Lakshmi an ex producer's daughter and a unknown girl are love interests of the four boys. A thrilling off the camera story of four friends who want to make it big in the Kannada film industry. Directed by Gaurish Akki a veteran TV film journalist, the film revolves around a story of friendship, sacrifices and love for cinema. A total entertainer, will the four friends make it big or will they be lost in the ocean of the film world? What will they lose and what will they gain? Will they meet their dream 'Cinema My Darling' and how?",0.0,0.1743
Sipaayi,2016-09-23,Kannada,Achyuth Kumar,Sruthi Hariharan,B. Ajaneesh Loknath,"The protagonist, a TV reporter fights to stop illegal activities around the city.",0.0,0.2047
Lakshmana,2016-06-24,Kannada,John Kokken,Meghana Raj,Arjun Janya,Lakshmana (Kannada: ಲಕ್ಷ್ಮಣ) is a 2016 Indian Kannada language action film directed and written by R. Chandru. The film features newcomer Anoop and Meghana Raj in the lead roles with V. Ravichandran playing an important supporting role. The soundtrack and original score is composed by Arjun Janya whilst the cinematography is by Santhosh Rai Pathaje. The film is reportedly inspired from the Telugu film Athanokkade (2005) directed by Surender Reddy.,0.0,0.1193
Run Antony,2016-07-08,Kannada,Vinay Rajkumar,Rukshar Dhillon,Manikanth Kadri,"Life seems to be perfect for a young lad who has good values in life, his career going well, good friends and a girl he is about to propose to. At this point he is forced to run. While on the run, he meets a lovely damsel, which takes him from one mystery to another! He is drawn to her, but another unforeseen event puts him on the run again. While the others run to catch him, he runs to find out what went wrong. Clues point to bigger things that threaten the world, but he has to unravel the past to piece together what the future holds.  Watch to find out if he is able to run to the solution or is out run by fate!",0.0,0.1561
