Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Butta Bomma,26-01-2023,Telugu,Surya Vasishta,Anikha Surendran,Gopi Sundar,"A young woman falls in love with a man after dialing his number by mistake. However, when she visits his city to meet him, another stranger enters her life.",5.8,1.5847
Das Ka Dhamki,22-03-2023,Telugu,Vishwak Sen,Nivetha Pethuraj,Leon James,"Krishna Das, a waiter by profession, falls for Keerthi. His look alike, Dr. Sanjay Rudra, dies in an accident the night before Das loses his job and love. A series of events turn Das's life upside down and he ends up in Sanjay's place. When Das decides he wants to live life large at least for a day, he ends up in circumstances he could not have foreseen.",5.8,0.8857
Skanda,27-09-2023,Telugu,Ram Pothineni,Sreeleela,S. Thaman,The prodigal son of a respected leader takes on two political rivals and forms bonds with their daughters.,3.6,1.5171
Gandeevadhari Arjuna,24-08-2023,Telugu,Varun Tej,Sakshi Vaidya,Mickey J Meyer,"Ex-special forces officer turned Private security bodyguard Arjun Varma, agrees to protect Central Environment Minister Adtiya Raj Bahadur while he’s in London for a Climate Change Conference at the UN. But a series of events force him to protect much more than his client.",6.9,1.702
Balagam,03-03-2023,Telugu,Priyadarshi Pullikonda,Kavya Kalyanram,Bheems Ceciroleo,"A boisterous, bawdy, meddling village patriarch Komurayya’s death just before the engagement changes the course of  his grandson Saayilu's life and the other family members, rattling some skeletons in the closet, exposing the rifts present within the family, causing bigger sociological calamities in the small village.",6.8,2.7166
Kushi,31-08-2023,Telugu,Vijay Deverakonda,Samantha Ruth Prabhu,Hesham Abdul Wahab,"Worlds and families collide when the son of a prominent atheist falls head over heels for the daughter of his father’s nemesis, a revered Hindu leader.",5.1,2.2506
Mangalavaaram,17-11-2023,Telugu,Ravindra Vijay,Payal Rajput,B. Ajaneesh Loknath,"Fear engulfs a village as murders pile up mysteriously. Shailu, a young woman, is the heart of the story and the enigmatic tale unravels with a suspenseful cinematic journey.",4.8,1.0155
Spy,29-06-2023,Telugu,Nikhil Siddhartha,Iswarya Menon,Sricharan Pakala,"A RAW agent is in search of his brother’s killer, unravels the connection between a notorious arms dealer and the hidden secrets of Netaji Subhash Chandra Bose, risking everything to protect India from impending chaos.",5.6,0.79
Aadikeshava,23-11-2023,Telugu,Panja Vaisshnav Tej,Sreeleela,G. V. Prakash Kumar,A man battles criminals exploiting child labour.,7,2.2938
Custody,12-05-2023,Telugu,Naga Chaitanya Akkineni,Krithi Shetty,Ilaiyaraaja,"Siva, a police officer, has to escort a witness to the court. He learns that all the police service wants to kill the witness. An escape begins.",5.313,0.8309
Phalana Abbayi Phalana Ammayi,17-03-2023,Telugu,Naga Shaurya,Malavika Nair,Kalyani Malik,"A heart warming romantic tale of  Sanjay and Anupama and their journey together over the years, about their first met, their growth in friendship, later the love and the drift in relationship.",5.5,1.3465
Music School,12-05-2023,Telugu,Sharman Joshi,Shriya Saran,Ilaiyaraaja,"Two contemporary and creative music teachers, Mary D'Cruz and Manoj who provide a glimpse of the rich culture and refinement of music and theater to students who are driven by an unimaginative educational system in the name of Math, Science and Technology.",6,0.6993
Month of Madhu,06-10-2023,Telugu,Naveen Chandra,Swathi Reddy,Achu Rajamani,"Madhumati, a 19-year-old Indo-American girl, whose visit to Vizag for a family wedding takes an unforeseen turn after a clash with her mother. Meanwhile, Madhusudhan, a separated and unemployed man, grapples with his failing marriage to Lekha. Their paths cross one evening, setting the stage for profound explorations of relationships and self.",6.3,0.6662
Shaakuntalam,14-04-2023,Telugu,Dev Mohan,Samantha Ruth Prabhu,Mani Sharma,"Shakuntala, daughter of Meneka and Rishi Vishwamitra lives in forest with her teacher, Rishi Kanva. In the forest she meets King Dushyant, falls in love with him and the two get married. After she has their baby (Prince Bharata), Dushyant leaves her in the forest with a promise to come back for her soon. However, due to a sage's curse, Dushyant forgets all about Shakuntala, until destiny brings them together again.",4.2,0.989
Veera Simha Reddy,12-01-2023,Telugu,Nandamuri Balakrishna,Varalaxmi Sarathkumar,S. Thaman,"Jai Simha Reddy, a businessman in Turkey and doting son of Meenakshi falls in love with Eesha. On the verge of his marriage, Jai comes to know the secret about his father Veera Simha Reddy who comes to Turkey to settle the marriage, which is when Jai meets his father for the first time. Things take a drastic turn around when Veera's  past follows him to Turkey.",4.8,0.7221
Miss. Shetty Mr. Polishetty,07-09-2023,Telugu,Naveen Polishetty,Anushka Shetty,Gopi Sundar,"Miss Shetty is a feminist living in London and wants to be single forever. Mr. Polishetty from Hyderabad in Telangana, India, wants to be in a committed relationship. The two appear to be in different stages of life but somehow connect.",6.1,1.3813
Hidimbha,20-07-2023,Telugu,Ashwin Babu,Nandita Swetha,Vikas Badisa,"In Hyderabad, two police officers Abhay and Adhya join forces to solve a series of kidnappings of which all the victims are girls, with one other interesting commonality.",7,0.7654
Tantiram,06-10-2023,Telugu,Avinash,Priyanka Sharma,Ajay Arasada,"Balachandran avoids interaction with women, preferring to seek time alone due to a traumatic past with his mother. Everything changes when he meets the beautiful Alagini, who changes him into a jovial and loving person. However, wedded bliss doesn't last when a tricky supernatural entity enters Balachandran's life.",5.3,0.8289
Mr. Pregnant,18-08-2023,Telugu,Raja Ravindra,Roopa Koduvayur,Shravan Bharadwaj,"Gautham, a renowned tattoo artist marries his love Mahi,under the condition that they won't have children. When Mahi becomes pregnant, Gautham, who strongly dislikes kids, struggles with this situation and surprisingly decides to carry the baby himself.",2,0.5896
Maa Oori Polimera 2,02-11-2023,Telugu,Satyam Rajesh,Kamakshi Bhaskarla,Gyaani,"After a series of spine chilling killings in Jastipalli, Komaraih elopes to Kerala with his first love Kavitha. Things get more complicated when his brother Jangaiyah goes missing. A new SI, Ravindra Naik starts investigating the case of missing Jangaiyah and uncovers startling revelations about Komaraiah and the ancient temple in Jastipalli, with intriguing connections to a world-famous Temple in Kerala.",5.9,0.7001
Ugram,05-05-2023,Telugu,Allari Naresh,Mirnaa,Sricharan Pakala,"CI Shivakumar,a brash police officer, handles a lot of missing cases which has caused great strain on his marriage life. After a serious accident,Shiva admits his wife Aparna and daughter Lucky in hospital, only to find them missing next day. Will Shiva solve the mystery despite suffering from a serious medical condition?",5.7,0.6619
BRO,27-07-2023,Telugu,Sai Durgha Tej,Ketika Sharma,S. Thaman,"After being fatally injured in a car crash, a man is given three months back on earth to make amends.",6.5,1.9382
Bedurulanka 2012,25-08-2023,Telugu,Ajay Ghosh,Neha Shetty,Mani Sharma,"Set in a small island village of Yedurulanka,  faces the looming uncertainties of 2012, Shiva, a pragmatic youngster along with his girlfriend Chithra and friends, devise a scheme to disprove the end of the world theory and expose the plan by the trio of fake god-men, to fleece the people.",6.6,0.6947
Samajavaragamana,28-06-2023,Telugu,Sree Vishnu,Reba Monica John,Gopi Sundar,"Balu, a determined middle-class man who finds himself at a crossroads when Sarayu enters his life, rekindling his long-lost desire for romantic relationships. Balu must try his best to stop his cousin’s marriage in order to save his own love life.",6.9,0.7856
Rudrangi,07-07-2023,Telugu,Jagapati Babu,Mamta Mohandas,Nawfal Raja AIS,"Set during the 1940s, Bheem Rao Deshmukh, a ruthless monarch and womanizer, rules Rudrangi and treats the local people there as his slaves.One day Bheem Rao comes across a woman named Rudrangi, and he falls for her beauty. Bheem Rao badly wants to have a sexual encounter with Rudrangi, and tyrannizes an entire village of Rudrangi fulfill his lust.",7,0.8615
Organic Mama Hybrid Alludu,03-03-2023,Telugu,Rajendra Prasad,Mirnalini Ravi,S.V. Krishna Reddy,"Vijay, a failed but talented film director starts selling Kondapalli toys made by his sculptor parents to make a living. He falls in love with Hassini, the daughter of a rich landlord and a businessman Organic Venkataramana, who gets furious when he comes to know Hassini’s relationship with Vijay. When Munikonda offers Vijay a chance to direct, Vijay lands in desperate situation to prove himself to win over his dream, love and life.",7,0.5398
Meter,07-04-2023,Telugu,Kiran Abbavaram,Athulya Ravi,Sai Karthik,"Arjun Kalyan, son of Raghunath, a police constable, ends up becoming a Sub Inspector despite his disinterest in the department. The chain of events that evolve after assuming charge brings him into a face-to-face conflict with home minister Byre Reddy, a crony and criminal politician.",3.7,1.4471
Ravanasura,07-04-2023,Telugu,Ravi Teja,Anu Emmanuel,Bheems Ceciroleo,"An investigating officer is assigned to investigate few brutal murders, where he zeroes in on Ravindra, a criminal lawyer who has penchant for secretly committing murders as the mastermind behind the crime.",4.9,0.7066
Martin Luther King,27-10-2023,Telugu,Sampoornesh Babu,Saranya Pradeep,Smaran Sai,"In a small village where caste politics rules the roost, amid a local election with two rival political parties vying to win by any means necessary, an underprivileged hairdresser becomes the game changer and lands in a curiously powerful position as the single deciding vote.",9,0.6186
Rangabali,07-07-2023,Telugu,Naga Shaurya,Yukti Thareja,Pawan Ch,"Shaurya aka Show, a self-centered & attention seeking youngster moves from Rajavaram to Vizag, and falls for a brilliant medico student Sahaja at Vizag. While attempting to convince Sahaja’s father, Show faces an unique problem and new revelations about his beloved hometown.",6.2,0.7347
Pindam,15-12-2023,Telugu,Srikanth,Kushee Ravi,Krishna Saurabh Surampalli,"A powerful spirit that had never seen the face of earth, begins to threaten the life of a six-year-old girl with speech impairment. It's up to Annamma, the only demonologist, to rescue the family and uncover the spirit's true intentions.",6.8,0.8483
Bubblegum,29-12-2023,Telugu,Harsha Chemudu,Maanasa Chaudhary,Sricharan Pakala,"After falling in love, a street-smart man and a wealthy woman from different worlds try to work out their differences.",4.5,0.7462
Extra Ordinary Man,07-12-2023,Telugu,Nithiin,Sreeleela,Harris Jayaraj,"Abhi, from his childhood, revels in the art of playing other people. His mother recognizes his extraordinary talent, propelling him into the world of acting. As he matures, he becomes a sought-after junior artist, always relegated to the background. The lines between reel and real life blur as Abhi faces a complex situation at home, with a supportive mother and a nagging and concerned father. A chance encounter with Likitha , the MD of a company, leads to love, and Abhi finds himself playing the role of a CEO. However, a conniving director presents an intriguing script, introducing Abhi to Nero, a self-absorbed and evil character with conquest on his mind.",6.1,0.5153
O Saathiya,07-07-2023,Telugu,Aryan Gowra,Mishti Chakravarty,Vinnu Maddipati,"A carefree engineering student, Arjun’s  life takes an unexpected turn when Keerthy enters his world.Just as it appears their romance is beginning to blossom, Keerthy moves out of the town, leaving Arjun in great despair. Determined to find his lost love, he embarks on a journey filled with challenges and surprises.",0,0.4777
Asalu,13-04-2023,Telugu,Ravi Babu,Poorna,S.S. Rajesh,"A professor is murdered while he is taking class to his students on a zoom call. Officer Ranjith is assigned to this case, who reveals that the situation is much more complicated than it appears with 4 suspects and strong motives.",0,0.3607
Malli Pelli,26-05-2023,Telugu,Naresh,Pavitra Lokesh,Suresh Bobbili,"Torn between toxic marriages, Narendra, a renowned actor, and his co-star Parvathi fall in love and desire escape, freedom, and a peaceful life together. However, their love affair runs into trouble owing to a conspiracy.",8,0.3658
Premadesam,03-02-2023,Telugu,Thrigun,Megha Akash,Mani Sharma,"Arjun falls in love with Aadhya, his junior in college. Though both of them like each other, they never express themselves. Madhumathi, Arjun’s mother, in a way, plays cupid. In another parallel track, Shiva, married to Maya, longs for her love and affection, rooting for her to recover from a traumatic past with Rishi. These parallel stories are intertwined with one Incident! Did that incident cleared their problems or created more difficulties?",7,0.6396
Vinaro Bhagyamu Vishnu Katha,17-02-2023,Telugu,Kiran Abbavaram,Kashmira Pardesi,Chaitan Bharadwaj,"Vishnu, grows up under the care of his grandfather as a Good Samaritan in temple town Tirupati. Dharshana, a wannabe social media content creator, comes up with the idea of a phone number neighbour and gets in touch with Vishnu. Both trace the other phone number neighbour, Markandeya Sharma. Things take intriguing, mystery-filled turns when these three people become friends.",4.5,0.3795
HER: Chapter 1,21-07-2023,Telugu,Vikas Vashishta,Ruhani Sharma,R. Pavan,"Returning from a personal loss and a six months suspension, Archana Prasad, an assistant commissioner of police is assigned with the responsibility to solve a tricky double murder case.",3.5,0.4354
Boo,27-05-2023,Telugu,Vishwak Sen,Rakul Preet Singh,G. V. Prakash Kumar,"Four friends gather to celebrate Halloween, and they begin reading an intriguing horror novel. Things take a strange turn as they begin to experience bizarre events while reading the book. Will they be able to escape the spirit that haunts them?",4.7,0.5233
My Name Is Shruthi,17-11-2023,Telugu,Murali Sharma,Hansika Motwani,Mark K. Robin,"Shruthi embarks on a career in an advertising agency in Hyderabad, sharing accommodations with a friend in the city. However, a routine return to her room during a commercial shoot unveils a series of startling events, thrusting her into the perilous realm of the feared medical mafia.",6.3,0.4659
CSI Sanatan,10-03-2023,Telugu,Aadi Saikumar,Misha Narang,Aneesh Solomon,"When a buisness tycoon Vikram Chakravarthi gets murdered, CSI Sanatan known for his genius crime-solving abilities is appointed to investigate. Sanatan shortlists five employees as suspects but soon the case takes a turn that shocks the nation.",4.7,0.3735
Maya Petika,30-06-2023,Telugu,Viraj Ashwin,Payal Rajput,Guna Balasubramanian,"Follows the journey of a brand new smartphone that changes hands from one person to another and how the lives of all who possess it starting from popular actress Payal and her fiancee Pranay, Mayor Malliswari, Corporator Kameshwar Rao, car mechanic Ali, Aasra, Watchman Narayana, his wife, thief Srinu get affected.",4,0.4759
Ustaad,12-08-2023,Telugu,Sri Simha,Kavya Kalyanram,B. Akeeva,"Surya, an aimless youngster, gets emotionally attached to his first bike ‘Ustaad’, playing a catalyst in his personal and professional journey, stimulates him to conquer acrophobia and to become a pilot and to win over the love of his life, Meghna.",5.8,0.4662
Rules Ranjann,06-10-2023,Telugu,Kiran Abbavaram,Neha Shetty,Amresh Ganesh,An ambitious office worker who lives by a strict set of rules finds his life transformed by a chance reunion with his college crush.,0,0.3609
Kota Bommali PS,24-11-2023,Telugu,Srikanth,Varalaxmi Sarathkumar,Ranjin Raj,A police officer finds himself on the run after being framed by a politician for a crime.,7,0.3769
Vimanam,09-06-2023,Telugu,Samuthirakani,Anasuya Bharadwaj,Charan Arjun,"Differently abled and single parent Veerayya, with limited financial resources embarks on an endless pursuit to make his son Raju's biggest dream of traveling on an aeroplane come true.",8,0.6756
Sridevi Shoban Babu,17-02-2023,Telugu,Santosh Shoban,Gouri G Kishan,Syed Kamran,"Sridevi, daughter of Sekhar, i is a budding costume designer whose creative urges take her to Araku, where she meets Shoban Babu either by design or by accident and falls for him. But there is a catch. Sridevi's father and Shoban's mother are estranged siblings.",7,0.3638
Bhaag Saale,07-07-2023,Telugu,Sri Simha,Neha Solanki,Kaala Bhairava,"A smart and young chap knots into a big trouble: he must defy a big time goon, to retrieve something priceless and gain back his love.",6,0.487
Suvarna Sundari,03-02-2023,Telugu,Sai Kumar,Jaya Prada,Sai Karthik,"The Trinethri idol, created and commissioned  during the 15th century to be a beautiful goddess, turned out to be a people destroying evil. Its indestructible nature continues its journey to the present day, affecting numerous lives.",0,0.3912
Maataraani Mounamidhi,24-02-2023,Telugu,Suman Shetty,Archana Ananth,Suman Jeeva,Ram's active visit to his nephew Eswar's place turns into thrilling and scary incidents which no one ever witnessed or experienced. The endearing screenplay and enlightening twists will make you sit edge of the seat.,0,0.3385
Asvins,23-06-2023,Telugu,Vasanth Ravi,Saras Menon,Vijay Siddharrth,A group of Youtubers who accidentally unleash a 1500-year-old evil that crosses over from the realm of darkness to the human world.,3.8,1.3911
Peddha Kapu - 1,27-09-2023,Telugu,Rao Ramesh,Pragati Srivastava,Mickey J Meyer,Villagers revolt against their rich political leaders.,7.2,0.3419
Rangamarthanda,22-03-2023,Telugu,Prakash Raj,Ramya Krishnan,Ilaiyaraaja,"After retirement, a Shakespearean theater actor, divides his property amongst his two children. However, their ungratefulness leaves him and his wife homeless during their old age.",6.3,0.2524
7:11 PM,07-07-2023,Telugu,Saahas Pagadala,Tess Walsh,Gyaani,"An incident that takes place at 7:11 PM changes the fate of a town called Hamsala Deevi and a planet called Proxima-EV12. Ravi, An IPS aspirant travels beyond imagination through time to stop a criminal mastermind, save his loved ones and his beloved town.",4.4,0.3249
Prema Vimanam,13-10-2023,Telugu,Sangeeth Shobhan,Saanve Meghana,Anup Rubens,Two kids with a dream to board a flight cross paths with a young couple who must urgently catch the flight to start a new life.,7,0.3396
Ahimsa,02-06-2023,Telugu,Kamal Kamaraju,Geethika Tiwary,R. P. Patnaik,"Raghu (Abhiram Daggubati) is a farmer in a remote village and a follower of the principle of Ahimsa (non-violence) taught by Mahatma Gandhi, so much so that even when his girlfriend Ahalya (Geethika Tiwary) — who also happens to be his first cousin — calls for help after being molested, he delivers a moral lesson to the perpetrator in the importance of respecting women.",7,0.3815
Nagumome Chaalu Le,04-08-2023,Telugu,K. L. Damodar Prasad,Sindhuja Turlapati,Vinod Gonti,"A heartbroken Aparna and dumped Mark find solace together and decide to explore the city, holding onto a special book. As the night unfolds, they gradually heal and unknowingly develop feelings for each other.",6.5,0.2206
The Great Indian Suicide,06-10-2023,Telugu,Ram Karthik,Hebah Patel,Sricharan Pakala,"In a world dominated by superstition, a family's quest to reunite with their departed patriarch leads them down a chilling path. They resort to a Ritualistic-Cult Suicide, but what unfolds next? Will they all die or unlock something beyond belief?",7,0.383
Atharva,01-12-2023,Telugu,Karthik Raj,Simran Choudhary,Sricharan Pakala,"A policeman from the clues department tries to unravel murder mystery. When the investigation becomes more complex, it leads to a twisted path. Will he be able to unravel the chain of mystery?",0,0.349
Maama Mascheendra,06-10-2023,Telugu,Sudheer Babu,Eesha Rebba,Chaitan Bharadwaj,"Parasuram, shaped by traumatic childhood experiences, evolves into a ruthless enforcer, with the help of his aid Ramadasu, willing to sacrifice even his own family for immense wealth. Several years later, Parasuram's daughter, Vishalakshi falls head over heels for Durga in Visakhapatnam and Meenakshi, Dasu's daughter falls for the renowned DJ in Hyderabad. Parasuram becomes suspicious, suspecting that his nephews, strikingly resembling him, might be plotting revenge under the guise of love.",2.5,0.3054
#MenToo,26-05-2023,Telugu,Naresh Agastya,Riya Suman,Elisha Praveen,"Aditya, Sanju, and Munna are friends and regulars to a unique pub named ‘Stags Only’. One day, at the pub, they befriend an IT employee Rahul who lost his job due to sexual harassment allegations. Rahul's destiny triggers a change in the lives of the three friends.",7,0.3503
Anni Manchi Sakunamule,18-05-2023,Telugu,Santosh Shoban,Malavika Nair,Mickey J Meyer,"Set in a fictional place called Victoriapuram, a feud between two families for a coffee estate have been going on for three generations. Unforeseen romance between two contrasting personalities from these families changes all their lives forever.",5.4,0.6138
Writer Padmabhushan,03-02-2023,Telugu,Suhas,Rohini,Shekar Chandra,"Padmabhushan, a 25-year-old aspiring writer based out of Vijayawada and his middle class family, hopes to achieve greatness one day, or at least fame. When he falls for someone who loves his work, there comes a twist in the tale.",5.8,0.54
Pop Corn,10-02-2023,Telugu,Sai Ronak,Avika Gor,Shravan Bharadwaj,"On a fateful day, strangers Sameerana and Pavan get stuck in a lift after a bomb blast in a mall destroys its power grid. What happens when two self-centred but talented youngsters with friction get locked up in a confined space?",4.5,0.2374
Sindhooram,24-01-2023,Telugu,Siva Balaji,Brigida Saga,Hari Gowra,"Set in Sriramagiri in 2003, Ravi is a college drop out who works as an informer to Singhanna, a Maoist leader who operates against the local politician. Sirisha, sister of the village head Eeshwar Reddy, becomes the new MRO to the village, decides to eradicate Naxalism in her village and hopes to bring a change. The continuous bloodshed between democracy and armed struggle reveals to us the darkest secrets behind every noble cause.",5,0.2688
Manu Charitra,23-06-2023,Telugu,Shiva Kandukuri,Megha Akash,Gopi Sundar,A romantic action-er wherein the lead man is deriving joy from the pain in love.,0,0.3103
Slum Dog Husband,28-07-2023,Telugu,Muralidhar Goud,Pranavi Manukonda,Bheems Ceciroleo,"Lacchi, a happy-go-lucky mall-business man's proposed marriage with his lover Mounica gets into trouble when father of his first wife Baby, who happens to be a dog files a case in court against Lacchi demanding alimony.",6,0.2767
Sathi Gani Rendu Ekaralu,26-05-2023,Telugu,Jagadeesh Bandari,Aneesha Dama,Jay Krish,"A farmer who is in desperate need for money for his infant daughter’s treatment chances upon a briefcase with uncut diamonds. A journey of confusion, violence and comedy ensues.",7,0.325
Mr. Kalyan,10-03-2023,Telugu,Maanyam Krishnaa,Archana Ravi,Sukku,"Chapel, aka Coach runs a business with a bunch of call boys, but his earnings take a hit when Kalyan, aka CB, enters the market. Parallelly, Kalyan is deeply in love with Sarika. Under what circumstances did Kalyan turn into CB?",0,0.231
Mayagadu,15-02-2023,Telugu,Naveen Chandra,Pooja Jhaveri,Anup Rubens,"A man involved in film piracy, who leaks Telugu movies online, ends up falling in love with a film producer's daughter, which leads to a twist in his life.",6,0.3406
Spark,17-11-2023,Telugu,Guru Somasundaram,Mehreen Pirzada,Hesham Abdul Wahab,"Jay's love for Ananya leads to a deadly chain of events while Lekha's dreams collide with a stranger named Arya. As suicide killings grip the nation, a sinister force entwines their lives.",0,0.265
Vidyarthi,29-04-2023,Telugu,Raghu Babu,Bunny Vox,Vijai Bulganin,"Chaitanya joins late in an agricultural college where upper caste domination rules are valued. Bhoopathi, Maha Lakshmi’s father, is the head of that area. What will happen when Bhoopathi’s rival Satyam attacks him and his daughter ?",0,0.1714
Calling Sahasra,01-12-2023,Telugu,Sudigali Sudheer,Dollysha,Mohith Rahmaniac,Cyber expert Ajay joins new job but past tragedy motivates avenging crimes on women using RESQ app anonymously. Mass calls draw him into murder case amidst rescuing women.,7,0.2282
Vidhi,03-11-2023,Telugu,Mahesh Achanta,Anandhi,Sricharan Pakala,"Surya, an innocent young man is burdened by financial struggles and injustice, discovers a mysterious pen with a secret. He must acrefully navigate through the blurred lines between revenge and righteousness.",5,0.2465
Nenu Student Sir!,02-06-2023,Telugu,Bellamkonda Ganesh,Avantika Dassani,Mahati Swara Sagar,"Subbu, a college student, buys an iPhone and gets entangled in a murder case linked to the device. He receives a large sum of money in his bank account and faces challenges proving his innocence.",6,0.2841
Chakravyuham,02-06-2023,Telugu,Ajay,Gnaneswari Kandregula,Bharath Manchiraju,"Sirisha, wife of Sanjay Rao was found with her throat slit. C.I. Satyanarayana is tasked to find the culprit. As murder is accompanied by the disappearance of cash and gold worth one crore, Satya casts his doubt on a maid working in Siri’s house.",5,0.2024
Dochevaarevarura,11-03-2023,Telugu,Pranava Chandra,Malavika Satheesan,Karthik Kodakandla,"Siddhu along with a small kid passes time posing as good samaritans, one among them stealing and the other returning the same to the owners and getting something in return. They meet a beautiful girl named Lakshmi, but when they try to help her, all of them land in trouble.",0,0.23
Kalyanam Kamaneeyam,14-01-2023,Telugu,Santosh Shoban,Priya Bhavani Shankar,Shravan Bharadwaj,"Shiva is a youngster searching for a job, and Sruthi is a software employee. Love blossoms into marriage for Siva and Sruthi, but Shiva's efforts at trying to find a job go unnoticed by Sruthi, which leads to complications in their relationship.",5.2,0.2931
Katha Venuka Katha,12-05-2023,Telugu,Viswant Duddumpudi,Srijitha Ghosh,Shravan Bharadwaj,,0,0.2374
Raa Raa... Penimiti,28-04-2023,Telugu,Tanikella Bharani,Nandita Swetha,Mani Sharma,,5,0.3157
Alaa Ninnu Cheri,10-11-2023,Telugu,Dinesh Tej,Hebah Patel,Subash Anand,,0,0.6492
