Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Kannappa,27-06-2025,Telugu,Vishnu Manchu,Preity Mukhundhan,Stephen Devassy,An atheist hunter Kannappa becomes a devotee of Lord Shiva and plucked out his eyes in an act of devotion.,0,0.7684
Shivangi,07-03-2025,Telugu,John Vijay,Anandhi,A. H. Kaashif,"A fearless software engineer fights workplace harassment, societal blame, and a murder accusation--only to uncover a dark conspiracy behind her husband's tragic accident.",0,0.4642
Jack,10-04-2025,Telugu,Siddhu Jonnalagadda,Vaishnavi Chaitanya,Achu Rajamani,An unconventional anti-terrorist operative must defy his bosses in order to foil a devastating attack on his nation.,7,0.7068
Tuk Tuk,21-03-2025,Telugu,Nihal Kodhaty,Saanve Meghana,Santhu Omkar,Three teen boys discover a mystical auto-rickshaw that transforms into their village's centerpiece and unexpected hero.,0,0.4762
Ghaati,18-04-2025,Telugu,Vikram Prabhu,Anushka Shetty,Vidyasagar,Follows the story of an empowered woman who gets entangled with weed trade due to circumstances.,0,0.3863
Mazaka,26-02-2025,Telugu,Sundeep Kishan,Ritu Varma,Leon James,The path to true love does not run smoothly when a father and son seek marriage at the same time.,6.5,0.6604
Dilruba,14-03-2025,Telugu,Kiran Abbavaram,Nazia Davison,Sam C S,"A hot-headed college student with a troubled past navigates conflict, love and loss.",0,0.3946
Kingdom,30-05-2025,Telugu,Vijay Deverakonda,Bhagyashri Borse,Anirudh Ravichander,"A tale of every spy can end up being a conspiracy theory. But their truth can never be disregarded.  This time,  it's worth the hype and time.  A Comeback written for the history books.  A name that will be remembered by the masses in the coming years.  The Silent crown longing for a new ruler finds a new name, a powerhouse of aura, a persona that no one will dare to ignore.  THE ""VIJAY DEVERAKONDA"" will be unleashed, in his mightiest form ever.",0,0.6315
28 Degree Celsius,04-04-2025,Telugu,Naveen Chandra,Shalini Vadnikatti,Shravan Bharadwaj,,0,0.2187
Akhanda 2: Thaandavam,25-09-2025,Telugu,Nandamuri Balakrishna,Pragya Jaiswal,S. Thaman,,0,0.2822
Gandhi Tatha Chettu,24-01-2025,Telugu,Chakrapani Ananda,Sukriti Veni,REE,"A young girl's non-violent campaign to protect her grandfather's beloved tree from demolition, is inspired by Gandhi's philosophy of peaceful resistance.",0,0.2779
Mass Jathara,09-05-2025,Telugu,Ravi Teja,Sreeleela,Bheems Ceciroleo,,0,0.2647
LYF - Love Your Father,04-04-2025,Telugu,Sri Harsha,Kashika Kapoor,Mani Sharma,"A beautiful father-son duo navigates love, betrayal, and redemption amidst a betting mafia and police chase, unveiling a heartfelt journey of debts and dreams.",0,0.3055
