Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Nannaku Prematho...,13-01-2016,Telugu,N.T. Rama Rao Jr.,Rakul Preet Singh,Devi Sri Prasad,"Subramanyam, a businessman, is on his deathbed when he tells his sons about a cunning man who stole most of his wealth. Hearing this, Abhiram, the youngest son, lays out a plan to seek his revenge.",6.941,0.9696
Thikka,13-08-2016,Telugu,Sai Durgha Tej,Mannara Chopra,S. Thaman,"Aditya and Anjali are a couple who are in love with each other. However, due to certain problems, they break up and Aditya calls for a breakup party with his friends. During the party, a crazy incident occurs that changes the course of Aditya's life. The rest of the story is how Aditya manages to come out of this crazy situation and gets his life back on track.",4,0.5418
Express Raja,14-01-2016,Telugu,Sharwanand,Surbhi,Praveen Lakkaraju,"The dog and the diamond, and the romantic life of Raja and his lady love Ammu in comical situations.",6.4,0.6293
Shourya,04-03-2016,Telugu,Manchu Manoj,Regina Cassandra,Veda K,"Shourya (Manoj) completes his studies in the renowned Harvard University but comes to India to lead a life of a teacher. He helps the needy people. One chance meeting with Netra (Regina), a MP's daughter, turns into friendship and love blossoms. One day, they head to Kotilingala to do the jagaranam (staying awake at the night) in the temple. Late in the night, Netra's throat is slit by some unknown persons and immediately they take her to the hospital. Naturally Shourya becomes the suspect. What really happened? Who did this? Or has Shourya slit her throat as the police believe?  Shourya (Manchu Manoj) is a highly educated individual who is in deep love with Nethra (Regina Cassendra). Due to unknown reasons, the couple decide to elope but an unfortunate series of events lead to Nethra being murdered. Twist in the tale arises when Shourya gets framed for the murder.",4.5,0.4141
Manamantha,05-08-2016,Telugu,Mohanlal,Gautami Tadimalla,Mahesh Shankar,"Sairam, an assistant manager in a supermarket treads on an unethical path for a promotion, leading to dire consequences. Gayatri a thrifty housewife manages her middle class household. Mahitha's friend, a street child goes missing and she goes out of her way to find him. Abhiram, the bright student falls in love with Aira and pursues her. Four stories seemingly unrelated are all bound by one string called family.",6.9,0.627
Edu Gold Ehe,07-10-2016,Telugu,Sunil Varma,Sushma Raj,Mahati Swara Sagar,"Bangarraju is an innocent & good-hearted person he leaves for Hyderabad in search of job,Meeting an elderly woman who helps him get a job,he lands in trouble from a lookalike Sunil Varma who robs a Diamond-studded idol from a mafia don's house,are they both twins or is sunil varma actually bangarraju ?",1,0.4828
Appatlo Okadundevadu,30-12-2016,Telugu,Sree Vishnu,Tanya Hope,Sai Karthik,"Railway Raju, an aspiring cricketer, watches his dream of joining the Indian team going down in flames after he invites the ire of an ambitious police officer. Sadly, he turns to the world of crime.",5.5,0.4778
Babu Bangaram,12-08-2016,Telugu,Venkatesh,Nayanthara,Ghibran,ACP Krishna strives to capture the gangsters who threaten to attack his lover and her family members.,5.2,0.5196
Hyper,30-09-2016,Telugu,Ram Pothineni,Raashii Khanna,Ghibran,Surya is a carefree youth who lives with his father Narayana Murthy. He loves his father and is very protective about him. This obsession often lands him in trouble. A political don troubles Narayana Murthy to get his signature for a file. Murthy objects for this signature and lands in deep trouble. The rest of the film deals with how Surya encounters the minister and solves his father's problem.,5.4,0.4396
Speedunnodu,05-02-2016,Telugu,Bellamkonda Srinivas,Sonarika Bhadoria,Sri Vasanth,A happy-go-lucky Shobhan tries to help his friend improve his love life until things become complicated for both of them and tests their friendship.,4.5,0.4063
Chuttalabbai,19-08-2016,Telugu,Aadi Saikumar,Namitha Pramod,S. Thaman,"Babji, a loan recovery agent, decides to help Kavya when he finds her being chased by her family. However, Kavya's brother thinks that Babji and her sister are lovers and attacks his family.",5,0.4507
Srirastu Subhamastu,05-08-2016,Telugu,Allu Sirish,Lavanya Tripathi,S. Thaman,"Sirish belongs to a well to do family which is headed by Prakash Raj. Things in his family get disturbed when Srirish’s brother loves and marries a middle class girl against his father’s will. In this crunch situation, Sirish falls in love with a yet another middle class girl called Anu(Lavanya) and reveals about this to his father. An upset Prakash Raj, gives him a piece of his advice and asks him to back off from the relationship. An adamant Sirish, challenges his father that he will win his love by not using his family name. In this process, he woos Anu and right when the time things start getting positive, Anu’s father arranges her marriage with some one else.Rest of the story is as to how Sirish manages to convince both Anu’s parents and his and finally comes out victorious.",3.5,0.3948
Lacchimdeviki O Lekkundi,29-01-2016,Telugu,Naveen Chandra,Lavanya Tripathi,M.M. Keeravaani,"Devi works in a bank as cashier, and is very smart. Naveen works in the same bank at the help desk and likes her. Naveen wants to become rich in life and agrees to a gang’s plan to steal the data of unclaimed accounts. Apart from the Bank’s manager, only Devi has access to this data. He impresses her and gets close to her. One day he steals the data and hands it over to the gang headed by Mahesh. Using the details in the data, Mahesh wants to claim them. Rest of the story is how Naveen manages to escape from this trap and saves the money along with Devi.",0,0.3604
Majnu,23-09-2016,Telugu,Nani,Anu Emmanuel,Gopi Sundar,The film is about the romantic life of an assistant director Aditya (Nani) and his relationships with 2 women (Anu Emmanuel and Priya Shri) while he attempts to write a romantic comedy story.,6,0.399
Eedo Rakam Aado Rakam,15-04-2016,Telugu,Vishnu Manchu,Hebah Patel,Sai Karthik,What happens when the lives of two friends take an unexpected turn? A whole lot of confusion follows! Will they be able to get out of the mess? That forms the crux of the story.,7.2,0.2767
Kundanapu Bomma,24-06-2016,Telugu,Nagineedu Vellanki,Chandini Chowdary,M.M. Keeravaani,A love triangle unfolds in a village of large families.,0,0.2387
Terror,26-02-2016,Telugu,Srikanth,Nikita Thukral,Sai Karthik,Vijay realises that the state politicians have evil intention and are joining hands with terrorists. He wants to ensure the public is safe. He starts off on a journey to find and put the terrorists to justice.,6,0.2581
Dialogue in the Dark,08-10-2016,Telugu,Teja Sajja,Chandini Chowdary,Mark K. Robin,India's First Film With Virtual Audio,0,0.2707
Shankara,27-08-2016,Telugu,Nara Rohith,Regina Cassandra,Sai Karthik,"Shankar (Nara Rohit) lives in a hostel to pursue his education. Circumstances force him into a rivalry with a police officer (John Vijay) who sabotages Shankar's life and labels him as a drug addict. How Shankar solves the problem is the crux of the story.  (Wikipedia, Creative Commons Attribution-ShareAlike License)",3,0.2763
Pittagoda,24-12-2016,Telugu,Vishwadev Rachakonda,Punarnavi Bhupalam,Kamalakar,"Four good-for-nothing lads, including Tippu, from Godavarikhani, a town in Kareemnagar District, often face humiliation by the members of their neighbourhood. In an attempt to gain respect, they plan on doing something to make news in the local papers. However, Tippu’s love for Divya makes him take decisions that lands all of them in troubles. How the gang overcomes the obstacles and also fulfil the dream of making news in the process forms the story.",0,0.1502
Rojulu Marayi,01-07-2016,Telugu,Chetan Maddineni,Tejaswi Madivada,JB,"Rojulu Marayi is a contemporary take on the behaviour of girls in society today. It is about two girls who are friends and how they trap two innocent men into loving them, and take advantage of them.",0,0.1928
Nirmala Convent,16-09-2016,Telugu,Roshan Meka,Shriya Sharma,Roshan Saluri,,6.8,0.1746
Raja Cheyyi Vesthe,29-04-2016,Telugu,Nara Rohith,Isha Talwar,Sai Karthik,"An aspiring film director narrates a breath-taking story to his girlfriend in a coffee shop. An unknown message knocks the door the next day, asking him to write a love story. He sends his own love story, which impresses the stranger, but he asks for an action ending for killing a brutal villain. Hero sends a thrilling plot. This time the stranger sends a parcel with a gun to kill the real life brutal villain implying the same plot this time. Hero ends up knowing the cruel intentions of the villain and tries to escape from this trap. But he receives a message showing his girlfriend meeting a planned accident. That states a warning that there is no going back. Can a common man really attempt to kill a brutal villain for his loved ones? Who is the unknown stranger behind this? How will hero unfold the mysterious murder plan?",0,0.2015
Oka Manasu,17-06-2016,Telugu,Naga Shaurya,Niharika Konidela,Sunil Kashyap,Oka Manasu is a Telugu Romantic comedy film features Niharika Konidela and Naga Shourya in lead roles. This is the first feature film for Niharika Konidela. The film is written and directed by Rama Raju garu and Produced by Madhura Sreedhar Reddy garu. It is a pure ethnic love story between Surya and Sandhya.,0,0.1688
Sri Sri,03-06-2016,Telugu,Krishna,Vijaya Nirmala,E.S. Murthy,Sripada Srinivasa Rao aka Sri Sri (Krishna) is a well-known law professor in Visakha. Sri Sri's Daughter Swetha prepares a Documentary on the negative impact of the violations of JK Industries on the tribals in the agency. That's when she gets killed by the Son of JK Industries MD &amp; two other Youth. Sri Sri moves court but justice was denied. What path he choose to take revenge on the accused forms the rest of the story..!,0,0.1653
Naanna Nenu Naa Boyfriends,15-12-2016,Telugu,Ashwin Babu,Hebah Patel,Shekar Chandra,"The story of a pampered girl who is uncertain about settling for an arranged marriage. When her father gives her an opportunity to look for a suitor, she falls in love with three of them and gets into a fix.",4,0.1871
Nenu Seetha Devi,21-10-2016,Telugu,Suman Shetty,Komalee Prasad,Sunil Kashyap,,0,0.1346
