Title,Release Date,Language,Vote Average,Popularity
Unnodu Oru Naal,13-09-2013,Tamil,0,0.0143
Yaaruda Mahesh,25-04-2013,Tamil,4,0.0122
Naan Rajavaga Pogiren,25-04-2013,Tamil,4.3,0.0102
Ilai,31-12-2013,Tamil,0,0.0261
Vetkathai Kettal Enna Tharuvai,05-04-2013,Tamil,0,0
Kaththi,22-10-2014,Tamil,7.1,2.4153
Jigarthanda,01-08-2014,Tamil,7.4,1.4785
Jilla,10-01-2014,Tamil,5.8,1.2622
Velaiyilla Pattathari,18-07-2014,Tamil,7.4,0.5234
Kochadaiiyaan,23-05-2014,Tamil,5.4,0.5782
Ramanujan,11-07-2014,Tamil,6.5,0.4837
Megha,22-08-2014,Tamil,7,0.4853
Madras,26-09-2014,Tamil,7.8,0.4456
Thegidi,28-02-2014,Tamil,7.1,0.3621
Meaghamann,25-12-2014,Tamil,6.7,0.4172
Veeram,10-01-2014,Tamil,5.2,0.472
Lingaa,12-12-2014,Tamil,5.1,0.6142
Poojai,22-10-2014,Tamil,5.5,0.4002
Naan Sigappu Manithan,11-04-2014,Tamil,6.2,0.4194
Jeeva,26-09-2014,Tamil,7.1,0.3569
Cuckoo,21-03-2014,Tamil,7.3,0.403
Bramman,21-02-2014,Tamil,4.25,0.3873
Inam,28-03-2014,Tamil,6.5,0.3079
Tenaliraman,18-04-2014,Tamil,5.083,0.2945
Thirudan Police,14-11-2014,Tamil,4.938,0.3651
Aranmanai,19-09-2014,Tamil,5.125,0.417
Yaamirukka Bayamey,09-05-2014,Tamil,6.5,0.5067
Kayal,25-12-2014,Tamil,5.6,0.3361
Appuchi Gramam,14-11-2014,Tamil,1.5,0.3444
Maan Karate,04-04-2014,Tamil,4.8,0.4614
Nalanum Nandhiniyum,11-07-2014,Tamil,5,0.259
Vallavanukku Pullum Aayudham,10-05-2014,Tamil,4.833,0.3173
Thirumanam Enum Nikkah,24-07-2014,Tamil,4.9,0.3798
Vetri Selvan,20-06-2014,Tamil,4,0.2668
Aadama Jaichomada,19-09-2014,Tamil,3.2,0.2533
Anjaan,15-08-2014,Tamil,5.532,0.4327
Irumbu Kuthirai,29-08-2014,Tamil,3.938,0.3492
Saivam,27-06-2014,Tamil,6.4,0.4247
Netru Indru,19-06-2014,Tamil,2,0.3653
Vallinam,28-02-2014,Tamil,6.6,0.2773
Nimirndhu Nil,08-03-2014,Tamil,7.107,0.3793
Sathuranga Vettai,18-07-2014,Tamil,8,0.2751
Un Samayal Arayil,06-06-2014,Tamil,6.3,0.3403
Kaaviya Thalaivan,07-11-2014,Tamil,7,0.2772
Goli Soda,24-01-2014,Tamil,6.4,0.2867
Rummy,31-01-2014,Tamil,5.7,0.3363
Virattu,21-03-2014,Tamil,3,0.2233
Chandra,14-02-2014,Tamil,2.2,0.2581
Naaigal Jaakirathai,21-11-2014,Tamil,6.4,0.2993
Salim,29-08-2014,Tamil,6,0.184
Aaaah,28-11-2014,Tamil,6.125,0.2542
Aaha Kalyanam,21-02-2014,Tamil,4.9,0.2662
Aindhaam Thalaimurai Sidha Vaidhiya Sigamani,22-08-2014,Tamil,1.8,0.2107
Mundasupatti,13-06-2014,Tamil,7.3,0.284
Burma,12-09-2014,Tamil,3.8,0.1927
Anaamika,01-05-2014,Tamil,4.5,0.267
Oru Kanniyum Moonu Kalavaanikalum,04-04-2014,Tamil,7.5,0.2865
Pisaasu,19-12-2014,Tamil,6.6,0.2817
Pannaiyarum Padminiyum,07-02-2014,Tamil,7.2,0.2242
Vingyani,28-11-2014,Tamil,0,0.2576
Enna Satham Indha Neram,27-06-2014,Tamil,3.3,0.2072
Yaan,02-10-2014,Tamil,5.2,0.1682
Vadacurry,19-06-2014,Tamil,5,0.2178
Pulivaal,07-02-2014,Tamil,5,0.1872
Oru Oorla Rendu Raja,07-11-2014,Tamil,3.2,0.1675
Inga Enna Solluthu,30-01-2014,Tamil,2.3,0.1893
Thalaivan,18-04-2014,Tamil,4,0.2723
Idhu Kathirvelan Kadhal,14-02-2014,Tamil,5.3,0.194
Vanmam,21-11-2014,Tamil,4.8,0.2611
Amara Kaaviyam,05-09-2014,Tamil,8,0.1918
Vaayai Moodi Pesavum,25-04-2014,Tamil,6.2,0.2415
Kaadu,21-11-2014,Tamil,3,0.25
Azhagiya Pandipuram,05-12-2014,Tamil,0,0.2561
Silent Tears,31-12-2014,Tamil,0,0.1236
Athithi,27-06-2014,Tamil,4,0.1983
99,23-11-2014,Tamil,0,0.1416
Malini 22 Palayamkottai,24-01-2014,Tamil,4.7,0.1487
Manjapai,06-06-2014,Tamil,6,0.1847
Sarabham,01-08-2014,Tamil,5.3,0.2824
Naan Than Bala,13-06-2014,Tamil,3.5,0.3851
Retta Vaalu,19-09-2014,Tamil,0,0.2114
Arima Nambi,04-07-2014,Tamil,5.8,0.1719
Nedunchaalai,28-03-2014,Tamil,6.8,0.112
RA,05-12-2014,Tamil,6.6,0.177
Nerungi Vaa Muthamidathe,31-10-2014,Tamil,5.7,0.1455
Kathai Thiraikathai Vasanam Iyakkam,15-08-2014,Tamil,6.5,0.2798
Yennamo Yedho,25-04-2014,Tamil,4.7,0.1821
Koottam,04-04-2014,Tamil,2.5,0.1645
Kappal,25-12-2014,Tamil,4.4,0.1344
Pongadi Neengalum Unga Kaadhalum,25-04-2014,Tamil,3,0.1003
Ninaithathu Yaaro,30-01-2014,Tamil,3,0.143
Theriyama Unna Kadhalichitten,02-10-2014,Tamil,0,0.1459
Eera Veyil,01-07-2014,Tamil,0,0.193
Vennila Veedu,10-10-2014,Tamil,0,0.1676
Oru Oorla,28-03-2014,Tamil,3,0.1098
Amara,28-02-2014,Tamil,3,0.0881
Venmegam,21-02-2014,Tamil,0,0.1305
Oru Modhal Oru Kadhal,14-03-2014,Tamil,4,0.1292
Devathai sonna kavithai,01-01-2014,Tamil,0,0.1845
Poriyaalan,05-09-2014,Tamil,4,0.168
Vaanavarayan Vallavarayan,12-09-2014,Tamil,3.8,0.1108
Ennamo Nadakkudhu,25-04-2014,Tamil,7,0.1664
Pulipaarvai,14-11-2014,Tamil,0,0.1271
Jai Hind 2,07-11-2014,Tamil,5,0.1372
Kaadhal 2014,09-06-2014,Tamil,0,0.0818
Snehavin Kadhalarkal,15-08-2014,Tamil,0,0.1059
Sigaram Thodu,12-09-2014,Tamil,5.727,0.1014
Poovarasam Peepee,30-05-2014,Tamil,3.5,0.1165
Hogenakkal,30-05-2014,Tamil,0,0.1066
Irukku Aana Illai,18-07-2014,Tamil,4,0.1554
Uyirukku Uyiraga,13-06-2014,Tamil,0,0.1169
Maindhan,09-08-2014,Tamil,5.4,0.1342
Vellaikaara Durai,31-12-2014,Tamil,4.5,0.0702
Damaal Dumeel,18-04-2014,Tamil,4.8,0.1259
Marumunai,28-03-2014,Tamil,4,0.0683
Mosakutty,28-11-2014,Tamil,3,0.1116
Idhuvum Kadandhu Pogum,14-04-2014,Tamil,0,0.074
Vu,07-02-2014,Tamil,3,0.0873
Vennira Iravugal,06-03-2014,Tamil,10,0.0936
13 aam Pakkam Paarkka,05-12-2014,Tamil,5,0.0945
Aal,19-09-2014,Tamil,7.5,0.1495
Murugatrupadai,19-08-2014,Tamil,3,0.0696
Gnana Kirukkan,14-11-2014,Tamil,0,0.077
1 Pandhu 4 Run 1 Wicket,05-12-2014,Tamil,8.25,0.1127
Sooran,11-07-2014,Tamil,0,0.0389
Ner Ethir,23-01-2014,Tamil,3,0.0742
Marumugam,14-03-2014,Tamil,2,0.0491
Third Gender,02-12-2014,Tamil,0,0.0379
The Invisible Other: Caste in Tamil Cinema,31-12-2014,Tamil,0,0.0777
Nila Kaaikirathu,23-05-2014,Tamil,0,0.077
Nirangal Moondru,15-02-2014,Tamil,0,0.0327
Kadhalai Thavira Veru Ondrum Illai,05-09-2014,Tamil,0,0.0357
Vetti Pasanga,02-01-2014,Tamil,0,0.0327
9C Oslo,10-10-2014,Tamil,0,0.0143
Rettai Kadhir,14-02-2014,Tamil,5.2,0.0261
Sutrula,19-12-2014,Tamil,0,0.0239
Naleena,13-12-2014,Tamil,0,0.0214
Aalamaram,10-10-2014,Tamil,0,0.0071
Where I Can’t Be Found,01-07-2014,Tamil,0,0
Demonte Colony,22-05-2015,Tamil,7.192,0.9866
Vedalam,10-11-2015,Tamil,5.856,0.95
Aambala,15-01-2015,Tamil,5.5,0.5957
O Kadhal Kanmani,16-04-2015,Tamil,6.9,0.6553
I,04-01-2015,Tamil,6.8,0.7325
Kanchana 2,17-04-2015,Tamil,5.2,0.5592
10 Endrathukulla,21-10-2015,Tamil,4.5,0.4791
Anegan,13-02-2015,Tamil,6.3,0.4068
Inji Iduppazhagi,27-11-2015,Tamil,5.3,0.5795
Pasanga 2,24-12-2015,Tamil,7.225,0.4485
Papanasam,03-07-2015,Tamil,7.924,0.5854
Thoongaavanam,10-11-2015,Tamil,5.8,0.4794
Enakkul Oruvan,06-03-2015,Tamil,6.8,0.4427
Yennai Arindhaal,29-01-2015,Tamil,6.936,0.4952
Naanum Rowdydhaan,21-10-2015,Tamil,6.5,0.4897
Massu Engira Maasilamani,29-05-2015,Tamil,4.927,0.4923
Purampokku Engira Podhuvudamai,01-05-2015,Tamil,6.2,0.3714
Uttama Villain,01-05-2015,Tamil,6.629,0.4423
Thangamagan,18-12-2015,Tamil,5.794,0.4633
Eetti,11-12-2015,Tamil,6.222,0.3772
Kaaka Muttai,05-06-2015,Tamil,7.8,0.3963
Maiem,16-10-2015,Tamil,3,0.518
Tamizhuku En Ondrai Azhuthavum,20-02-2015,Tamil,7.8,0.3557
Vai Raja Vai,01-05-2015,Tamil,5.769,0.3577
Kirumi,24-09-2015,Tamil,5.4,0.3815
Puli,01-10-2015,Tamil,4.155,0.3978
Vaalu,14-08-2015,Tamil,4.75,0.3755
Thani Oruvan,28-08-2015,Tamil,7.414,0.4406
36 Vayadhinile,08-05-2015,Tamil,6.7,0.3039
Jagat,17-12-2015,Tamil,6.6,0.2888
Romeo Juliet,12-06-2015,Tamil,6.1,0.3128
Vasuvum Saravananum Onna Padichavanga,14-08-2015,Tamil,4.8,0.3233
Palakkattu Madhavan,03-07-2015,Tamil,6,0.2372
Oru Naal Iravil,20-11-2015,Tamil,6,0.3127
Nannbenda,02-04-2015,Tamil,4.05,0.3784
Paayum Puli,04-09-2015,Tamil,6.467,0.5572
Sakalakala Vallavan,31-07-2015,Tamil,4.7,0.2768
Indru Netru Naalai,26-06-2015,Tamil,7.7,0.3341
Maari,17-07-2015,Tamil,6.2,0.3651
Thiruttu VCD,24-09-2015,Tamil,4,0.5125
Yatchan,11-09-2015,Tamil,6.3,0.2983
Bhooloham,24-12-2015,Tamil,5.906,0.2909
Darling,15-01-2015,Tamil,6.042,0.3685
Moone Moonu Varthai,26-06-2015,Tamil,7,0.2094
Komban,27-03-2015,Tamil,5.313,0.2717
Chennai Ungalai Anbudan Varaverkiradhu,10-04-2015,Tamil,5,0.3135
The Strange Case of Shiva,01-11-2015,Tamil,0,0.2227
Chandi Veeran,07-08-2015,Tamil,5.3,0.1822
Aavi Kumar,24-07-2015,Tamil,4,0.226
Rajathandhiram,13-03-2015,Tamil,6.571,0.2442
144,27-11-2015,Tamil,5.2,0.2345
Inimey Ippadithan,12-06-2015,Tamil,5.625,0.2496
Unakkenna Venum Sollu,24-09-2015,Tamil,5.4,0.1908
Kaaki Sattai,26-02-2015,Tamil,5.4,0.2795
India Pakistan,08-05-2015,Tamil,5.3,0.2805
Sandamarutham,20-02-2015,Tamil,6,0.2819
Isai,30-01-2015,Tamil,7.3,0.2625
Andhadhi,09-10-2015,Tamil,2.8,0.2433
Eli,19-06-2015,Tamil,2.75,0.1832
Thiruttu Rail,11-12-2015,Tamil,1.5,0.2126
Kuttram Kadithal,25-09-2015,Tamil,6.7,0.1565
Thunai Mudhalvar,10-04-2015,Tamil,1.5,0.2469
Vellaiya Irukiravan Poi Solla Maatan,24-12-2015,Tamil,3.5,0.1318
Ivanukku Thannila Kandam,13-03-2015,Tamil,4.2,0.131
Killadi,30-01-2015,Tamil,2.5,0.236
Idhu Enna Maayam,31-07-2015,Tamil,5.417,0.1716
Savaale Samaali,04-09-2015,Tamil,3.3,0.1855
Trisha Illana Nayanthara,17-09-2015,Tamil,5.3,0.1986
Lavakusa,12-06-2015,Tamil,0,0.1865
Yagavarayinum Naa Kaakka,26-06-2015,Tamil,5.1,0.2374
Mahabalipuram,13-03-2015,Tamil,5,0.1527
Strawberry,11-09-2015,Tamil,2.5,0.1683
Pulan Visaranai 2,30-01-2015,Tamil,3,0.1236
Orange Mittai,31-07-2015,Tamil,5.9,0.1378
Maharani Kottai,07-10-2015,Tamil,0.5,0.1583
Sivappu,16-10-2015,Tamil,5,0.15
Suththi,27-02-2015,Tamil,8,0.1041
49-O,17-09-2015,Tamil,5.6,0.182
Maya,17-09-2015,Tamil,6.8,0.1682
Kaaval,26-06-2015,Tamil,5.5,0.1827
Masala Padam,09-10-2015,Tamil,4,0.1765
Kangaroo,24-04-2015,Tamil,4,0.1241
Baby,03-07-2015,Tamil,6.8,0.1045
Adhibar,28-08-2015,Tamil,3.7,0.1408
Adhyan,25-09-2015,Tamil,0,0.1217
Injimarappa,10-11-2015,Tamil,4,0.0984
Apoorva Mahan,30-10-2015,Tamil,8,0.1547
Urumeen,04-12-2015,Tamil,6.8,0.1192
Thakka Thakka,28-08-2015,Tamil,4.4,0.1366
K3,20-02-2015,Tamil,8,0.2594
Kathukutty,09-10-2015,Tamil,3.5,0.1772
Thoppi,06-03-2015,Tamil,5,0.1609
Maha Maha,06-03-2015,Tamil,0,0.1676
Naalu Policeum Nalla Irundha Oorum,24-07-2015,Tamil,4.3,0.124
Vajram,27-02-2015,Tamil,4,0.1117
Om Shanthi Om,30-10-2015,Tamil,6.2,0.1102
En Vazhi Thani Vazhi,06-03-2015,Tamil,2,0.1077
Serndhu Polama,06-03-2015,Tamil,3,0.1264
Uppu Karuvadu,27-11-2015,Tamil,5.9,0.1221
Tharkappu,31-12-2015,Tamil,4,0.0915
Valiyavan,27-03-2015,Tamil,3.8,0.1176
Vere Vazhi Ille,02-07-2015,Tamil,7,0.1046
Sagaptham,02-04-2015,Tamil,3,0.089
Iravum Pagalum Varum,13-03-2015,Tamil,3,0.1103
Manal Naharam,27-02-2015,Tamil,4,0.091
Acharam,19-06-2015,Tamil,4,0.1133
Jigina,21-08-2015,Tamil,4.5,0.127
Radiopetti,05-07-2015,Tamil,7.5,0.0832
Touring Talkies,30-01-2015,Tamil,4,0.1021
Narai Ezhuthum Suyasaritham,15-03-2015,Tamil,0,0.079
Kubera Rasi,18-10-2015,Tamil,0,0.0709
Soan Papdi,29-05-2015,Tamil,1,0.0978
Ettuthikkum Madhayaanai,27-02-2015,Tamil,5,0.108
Maanga,11-09-2015,Tamil,2.5,0.07
Katham Katham,13-03-2015,Tamil,5.2,0.0676
Charles Shafiq Karthiga,27-03-2015,Tamil,0,0.0759
Vindhai,22-05-2015,Tamil,0,0.0568
Aakko,17-04-2015,Tamil,0,0.123
Pallikoodam Pogamale,30-10-2015,Tamil,0,0.0795
Aaranyam,20-11-2015,Tamil,1.2,0.0632
Bench Talkies,06-03-2015,Tamil,6,0.0618
Puriyadha Anandam Puthithaga Arambam,05-06-2015,Tamil,0,0.0919
The Flame,24-07-2015,Tamil,0,0.1085
Sathuran,09-10-2015,Tamil,3,0.0602
Viraivil Isai,30-10-2015,Tamil,0,0.0511
Lodukku Pandi,26-06-2015,Tamil,0,0.1228
Pinnokam,01-01-2015,Tamil,0,0.0492
Vaanavil Vaazhkai,13-03-2015,Tamil,3,0.0557
Thottal Thodarum,23-01-2015,Tamil,5,0.0547
Thiranthidu Seese,22-05-2015,Tamil,6,0.0998
Rombha Nallavan Da Nee,06-03-2015,Tamil,0,0.0916
Jippaa Jimikki,24-09-2015,Tamil,2,0.0459
Ilakku,17-11-2015,Tamil,1,0.0379
Kallappadam,20-03-2015,Tamil,7,0.0474
Kamara Kattu,22-05-2015,Tamil,6,0.0404
Clothes for Mom,01-01-2015,Tamil,0,0.0496
9 Thirudargal,07-09-2015,Tamil,2,0.0362
Budhanin Sirippu,05-06-2015,Tamil,8.5,0.0445
Porkalathil Oru Poo,01-01-2015,Tamil,0,0.0503
For the Love of a Man,04-09-2015,Tamil,7.2,0.0286
Aivaraattam,13-03-2015,Tamil,5,0.0261
Thiru Vi Ka Poonga,02-01-2015,Tamil,0,0.0143
The Seed,15-10-2015,Tamil,0,0.0214
Magizhvan,26-07-2015,Tamil,0,0.0143
uyirvarai iniththaai,06-11-2015,Tamil,0,0
Visaranai,04-02-2016,Tamil,8,1.2126
Appa,01-07-2016,Tamil,7.269,1.8533
Theri,14-04-2016,Tamil,6.7,1.1647
Kathakali,14-01-2016,Tamil,6.4,2.0898
Jackson Durai,01-07-2016,Tamil,4.6,1.8761
Achcham Yenbadhu Madamaiyada,10-11-2016,Tamil,5.1,0.7566
Iru Mugan,08-09-2016,Tamil,5.2,0.7569
Aranmanai 2,29-01-2016,Tamil,4.214,0.5937
Idhu Namma Aalu,27-05-2016,Tamil,4.6,0.5092
Kaththi Sandai,23-12-2016,Tamil,3.111,0.5495
Kadhalum Kadanthu Pogum,10-03-2016,Tamil,7.2,0.5399
Kabali,22-07-2016,Tamil,6,0.8294
Remo,07-10-2016,Tamil,5.438,0.4492
Irudhi Suttru,28-01-2016,Tamil,7.4,0.5611
Vetrivel,22-04-2016,Tamil,4.6,0.5877
Bangalore Naatkal,04-02-2016,Tamil,5.6,0.5115
Wagah,12-08-2016,Tamil,4.4,0.4344
Gethu,14-01-2016,Tamil,4,0.4724
Kaashmora,28-10-2016,Tamil,4.808,0.487
Thodari,22-09-2016,Tamil,4.625,0.4344
Kavalai Vendam,24-11-2016,Tamil,5,0.45
Uyir Mozhi,15-11-2016,Tamil,10,0.4511
Manithan,29-04-2016,Tamil,6.4,0.4175
RajiniMurugan,14-01-2016,Tamil,5.3,0.5234
Iraivi,03-06-2016,Tamil,7.2,0.5432
Chennai 600028 II: Second Innings,09-12-2016,Tamil,5.676,0.4999
24,05-05-2016,Tamil,7.2,0.5604
Azhagu Kutti Chellam,01-01-2016,Tamil,6.3,0.3282
Amma Kanakku,15-07-2016,Tamil,5.9,0.4014
Sethupathi,18-02-2016,Tamil,6.5,1.4915
Jil Jung Juk,12-02-2016,Tamil,6.6,0.35
Pichaikkaran,03-03-2016,Tamil,7.056,0.3768
Maaveeran Kittu,02-12-2016,Tamil,7,0.3379
Meendum Oru Kadhal Kadhai,26-08-2016,Tamil,5.7,0.3287
Darling 2,01-04-2016,Tamil,4.3,0.2971
Parandhu Sella Vaa,09-12-2016,Tamil,3,0.4827
Nayagi,15-07-2016,Tamil,2,0.41
Kanithan,25-02-2016,Tamil,5.773,0.3366
Meen Kuzhambum Mann Paanaiyum,10-11-2016,Tamil,2.5,0.386
Dhuruvangal Pathinaaru,29-12-2016,Tamil,7.831,0.5595
Nila,22-09-2016,Tamil,7.9,0.2938
Pazhaya Vannarapettai,02-12-2016,Tamil,0,0.2876
Kallatam,30-09-2016,Tamil,7,0.2278
Dharmadurai,19-08-2016,Tamil,7.558,0.3352
Pencil,13-05-2016,Tamil,5.571,0.2793
Uriyadi,27-05-2016,Tamil,7.977,0.2991
Maalai Nerathu Mayakkam,01-01-2016,Tamil,4.9,0.3219
Saahasam,05-02-2016,Tamil,5.667,0.302
Meow,30-12-2016,Tamil,7,0.4262
Sowkarpettai,04-03-2016,Tamil,1.6,0.2008
Devi(L),07-10-2016,Tamil,6.036,0.518
Miruthan,18-02-2016,Tamil,5.3,0.3402
Kadavulukku Nandri,01-05-2016,Tamil,0,0.2029
Ennul Aayiram,22-04-2016,Tamil,3.5,0.2943
Ammani,14-10-2016,Tamil,0,0.2086
Nermugam,23-12-2016,Tamil,0,0.277
Balle Vellaiyathevaa,23-12-2016,Tamil,4,0.3651
Pokkiri Raja,04-03-2016,Tamil,4,0.2693
Jithan 2,08-04-2016,Tamil,2.3,0.2535
Dhilluku Dhuddu,07-07-2016,Tamil,5.143,0.3554
Kodi,28-10-2016,Tamil,6.1,0.3181
Zero,25-03-2016,Tamil,5.833,0.2294
Velainu Vandhutta Vellaikaaran,02-06-2016,Tamil,5.583,0.2513
Ko 2,13-05-2016,Tamil,5.3,0.2742
Rekka,07-10-2016,Tamil,5.405,0.232
Veera Dheera Sooran: Part 1,09-06-2016,Tamil,0,0.5415
Tharai Thappattai,14-01-2016,Tamil,4.9,0.3347
Unnodu Ka,13-05-2016,Tamil,5.5,0.2308
Mapla Singam,11-03-2016,Tamil,4.9,0.2676
Enakku Innoru Per Irukku,17-06-2016,Tamil,4.6,0.2248
Aandavan Kattalai,23-09-2016,Tamil,7.9,0.3827
Iruvar Ullam,16-09-2016,Tamil,10,0.242
Kadha Solla Porom,18-05-2016,Tamil,5,0.4712
Oru Naal Koothu,10-06-2016,Tamil,7,1.2937
Revelations,22-10-2016,Tamil,7.4,0.2217
Oru Melliya Kodu,26-02-2016,Tamil,5.5,0.2257
JK Enum Nanbanin Vaazhkai,24-06-2016,Tamil,7.3,0.226
Aarathu Sinam,26-02-2016,Tamil,6.8,0.3678
Mo,30-12-2016,Tamil,7.3,0.1851
Muthina Kathirika,17-06-2016,Tamil,5,0.2302
Joker,12-08-2016,Tamil,7.5,0.249
Maruthu,20-05-2016,Tamil,5.821,0.2671
Kadalai,28-10-2016,Tamil,0,0.2025
Oyee,08-04-2016,Tamil,5,0.3506
Metro,24-06-2016,Tamil,6.7,0.2433
54321,26-08-2016,Tamil,5.5,0.234
Achamindri,30-12-2016,Tamil,7,0.2624
Kadavul Irukaan Kumaru,18-11-2016,Tamil,3,0.212
Uyire Uyire,01-04-2016,Tamil,2.5,0.2149
Kidaari,01-09-2016,Tamil,4.5,0.243
Nambiyaar,19-08-2016,Tamil,3.8,0.1799
Vil Ambu,12-02-2016,Tamil,5.8,0.2096
Oru Nodiyil,22-04-2016,Tamil,0,0.1844
Kannula Kaasa Kattappa,25-11-2016,Tamil,0,0.277
Peigal Jaakkirathai,01-01-2016,Tamil,4.5,0.2133
A Yellow Bird,18-05-2016,Tamil,5.5,0.2622
Vaaliba Raja,25-03-2016,Tamil,3.5,0.1959
Atti,07-07-2016,Tamil,10,0.1325
Padam Pesum,31-12-2016,Tamil,0,0.1598
Veerasivaji,16-12-2016,Tamil,3.5,0.1813
Karma,16-09-2016,Tamil,6,0.2254
Raja Manthiri,24-06-2016,Tamil,6,0.1339
Sawaari,18-03-2016,Tamil,5.5,0.1982
Narathan,01-04-2016,Tamil,3.3,0.2212
Paisa,01-07-2016,Tamil,0,0.1523
Jambulingam,13-05-2016,Tamil,2,0.1598
Navarasa Thilagam,19-02-2016,Tamil,3,0.1865
Karaiyoram,01-01-2016,Tamil,1.8,0.1315
Thirunaal,05-08-2016,Tamil,6,0.2057
Vellikizhamai 13am Thethi,29-07-2016,Tamil,0,0.1543
Pugazh,18-03-2016,Tamil,4.8,0.1776
Hello Naan Pei Pesuren,01-04-2016,Tamil,4.7,0.1412
Anjala,12-02-2016,Tamil,6,0.1456
Enakku Veru Engum Kilaigal Kidayathu,26-08-2016,Tamil,6.7,0.1142
Aagam,18-03-2016,Tamil,3,0.1289
Arthanari,08-07-2016,Tamil,3,0.2169
Manal Kayiru 2,23-12-2016,Tamil,0,1.288
Kadhal Agathee,17-06-2016,Tamil,0,0.1137
Kalam,29-04-2016,Tamil,5.3,0.1201
Kuttrame Thandanai,02-09-2016,Tamil,7.385,0.2378
Nayyapudai,26-02-2016,Tamil,3,0.1326
Aviyal,11-03-2016,Tamil,5.8,0.1228
Puthiya Payanam,06-03-2016,Tamil,0,0.082
Uchathula Shiva,16-09-2016,Tamil,3,0.1318
Saithan,01-12-2016,Tamil,6,0.1591
Ilami,25-11-2016,Tamil,0,0.1411
Vaaimai,09-09-2016,Tamil,3,0.1975
Vaarayo Vennilave,11-11-2016,Tamil,0,0.1228
Adra Machan Visilu,07-07-2016,Tamil,1.5,0.1362
Sadhuram 2,16-09-2016,Tamil,5,0.0839
Sagunthalavin Kadhalan,15-04-2016,Tamil,0,0.1196
Tamilselvanum Thaniyar Anjalum,05-08-2016,Tamil,5,0.3065
Bayam Oru Payanam,26-08-2016,Tamil,3.5,0.1512
Konjam Koffee Konjam Kaadhal,31-12-2016,Tamil,0,0.0978
Meera Jaakirathai,27-05-2016,Tamil,2.7,0.0721
Naan Thaan Siva,31-12-2016,Tamil,0,0.0834
Sethu Boomi,05-02-2016,Tamil,0,0.0865
Ka Ka Ka Po,10-07-2016,Tamil,5,0.0825
Vidayutham,18-03-2016,Tamil,3,0.0814
Moondraam Ullaga Por,22-01-2016,Tamil,0,0.075
Adida Melam,25-03-2016,Tamil,6.3,0.0901
Arunagiri Perumale,13-07-2016,Tamil,0,0.1167
Kanden Kadhal Konden,29-04-2016,Tamil,0,0.0956
Mayangaathey,09-06-2016,Tamil,0,0.1441
Pattathari,25-11-2016,Tamil,0,0.0643
Ethiri En 3,31-12-2016,Tamil,0,0.091
Yaanai Mel Kuthirai Savaari,12-08-2016,Tamil,0,0.0534
Naalu Peru Naalu Vithama Pesuvanga,01-01-2016,Tamil,0,0.0588
Sevili,31-01-2016,Tamil,0,0.0619
Sivappu Enakku Pidikkum,31-12-2016,Tamil,0,0.0965
Avan Aval,08-04-2016,Tamil,7,0.0621
Natpadhigaram 79,11-03-2016,Tamil,5,0.0591
Kagitha Kappal,21-10-2016,Tamil,0,0.0468
Saalaiyoram,29-04-2016,Tamil,0,0.0404
Nunnunarvu,30-09-2016,Tamil,0,0.0339
Pagiri,16-09-2016,Tamil,2.2,0.0256
The Rat,11-03-2016,Tamil,0,0.0975
Chocobar,26-08-2016,Tamil,0,0.0311
Ais Kosong,03-03-2016,Tamil,0,0.0311
Unakkul Naan,29-04-2016,Tamil,0,0.0327
Sandikuthirai,05-08-2016,Tamil,0,0.0311
Geethaiyin Raadhai,22-09-2016,Tamil,0,0.0454
Onbathilirundhu Pathu Varai,01-07-2016,Tamil,0,0.0143
Tea Kadai Raja,08-04-2016,Tamil,0,0.0286
Kaadal,07-10-2016,Tamil,0,0.0143
Saaindhaadu Saaindhaadu,31-12-2016,Tamil,0,0.0143
Scars of Tomorrow,18-01-2016,Tamil,0,0.0071
Normalcy,22-07-2016,Tamil,0,0
Nibunan,28-07-2017,Tamil,6.7,2.6926
Yaanum Theeyavan,30-06-2017,Tamil,6,0.7122
Theeran Adhigaaram Ondru,17-11-2017,Tamil,7.7,0.8296
Vikram Vedha,21-07-2017,Tamil,7.3,1.6976
Mersal,18-10-2017,Tamil,7.2,0.9122
Indrajith,24-11-2017,Tamil,5.4,0.615
Kadugu,24-03-2017,Tamil,8.2,0.4556
Puriyaatha Puthir,31-08-2017,Tamil,7.2,0.9387
Velaiyilla Pattathari 2,11-08-2017,Tamil,5.702,0.5588
Yaman,24-02-2017,Tamil,6.4,0.515
Thiruttu Payale 2,30-11-2017,Tamil,6.5,0.5256
Ivan Thanthiran,30-06-2017,Tamil,6,2.3607
Katha Nayagan,08-09-2017,Tamil,3.5,0.3845
Kavan,31-03-2017,Tamil,7.2,0.6124
Meesaya Murukku,21-07-2017,Tamil,6.643,0.5379
Bogan,02-02-2017,Tamil,6.365,0.5106
Aval,02-11-2017,Tamil,5.7,0.5233
Vivegam,24-08-2017,Tamil,4.9,0.612
Kuttram 23,03-03-2017,Tamil,7.03,1.6087
Kadaisi Bench Karthi,27-10-2017,Tamil,4,0.3976
Sivalinga,14-04-2017,Tamil,5.583,0.494
Yeidhavan,12-05-2017,Tamil,7,0.3941
Aruvi,15-12-2017,Tamil,7.4,0.3797
Enbathettu,28-07-2017,Tamil,0,0.3862
Nenjil Thunivirunthal,10-11-2017,Tamil,4,0.4048
