Title,Release Date,Language,Vote Average,Popularity
Bhamashah,23-05-2017,Hindi,4,0.1036
Tikli and Laxmi Bomb,10-09-2017,Hindi,8.4,0.1079
Mirzaa,14-07-2017,Hindi,0,0.0954
Sound of Silence,08-12-2017,Hindi,0,0.13
Kanyadaan,03-10-2017,Hindi,8,0.1018
Motu Patlu in Octopus World,24-12-2017,Hindi,0,0.0903
Kumbh,01-01-2017,Hindi,0,0.0806
Bumbai Bird,06-04-2017,Hindi,0,0.1119
Raaz-E-Sheitaan,13-10-2017,Hindi,0,0.1076
Rupa's Boutique,01-09-2017,Hindi,5,0.0702
Hasmukh Saab ki Wasihat,27-02-2017,Hindi,7,0.0676
Jia aur Jia,27-10-2017,Hindi,0,0.0838
Raju Bajrangi,29-09-2017,Hindi,5,0.1111
Babuji Ek Ticket Bambai,07-07-2017,Hindi,0,0.123
Ashwatthama,08-11-2017,Hindi,9,0.0706
Night,14-07-2017,Hindi,7.5,0.061
Love You Family,09-06-2017,Hindi,5,0.0758
GST - Galti Sirf Tumhari,24-11-2017,Hindi,4,0.1066
Thodi Thodi Si Manmaaniyan,12-05-2017,Hindi,0,0.1237
Muskurahatein,25-08-2017,Hindi,5,0.1053
Muavza,06-10-2017,Hindi,2,0.1084
Buddha.mov,26-11-2017,Hindi,5.2,0.0534
Sargoshiyan,26-05-2017,Hindi,10,0.0709
Nirahua Hindustani 2,12-05-2017,Hindi,0,0.1129
Syaahi,14-11-2017,Hindi,7,0.1025
Bhanwarey,24-03-2017,Hindi,0,0.0855
Bruno & Juliet: A True Love Story,29-06-2017,Hindi,0,0.0574
Lift,08-12-2017,Hindi,0,0.0643
Rabbi,15-09-2017,Hindi,0,0.092
Seher,14-07-2017,Hindi,0,0.0592
Typecaste,13-02-2017,Hindi,6.7,0.0968
Aaba,09-02-2017,Hindi,0,0.1015
Flat 211,02-06-2017,Hindi,2,0.0679
Blindspot,31-08-2017,Hindi,0,0.0519
Mirza Juuliet,07-04-2017,Hindi,5,0.0454
Ballavpur Ki Roopkatha,02-05-2017,Hindi,6.5,0.0471
Guy in the Sky,13-06-2017,Hindi,6,0.0526
J.D.,22-09-2017,Hindi,1,0.0445
Afternoon Clouds,04-05-2017,Hindi,6,0.0582
Checkmate,13-10-2017,Hindi,0,0.0579
"Bombay indore , finding a taxi and patriosim and the govt",20-03-2017,Hindi,9,0.0648
YOU and I,11-10-2017,Hindi,0,0.0552
A Daughter's Tale PANKH,17-11-2017,Hindi,7,0.0431
Hunny Bunny Bank Robbery,27-10-2017,Hindi,0,0.0418
In Defence Of Freedom,23-03-2017,Hindi,0,0.0481
ISIS: Enemies of Humanity,03-11-2017,Hindi,0,0.0495
Hind Ka Napak Ko Jawab: MSG Lion Heart 2,10-02-2017,Hindi,6,0.0404
Shaadi Abhi Baaki Hai,17-11-2017,Hindi,0,0.0457
The Big Fat City,15-05-2017,Hindi,4,0.0387
My Friend's Dulhania,15-12-2017,Hindi,7,0.0338
"U, Me Aur Ghar",10-02-2017,Hindi,9,0.0409
Kheer,13-02-2017,Hindi,5,0.0461
White Shirt,15-03-2017,Hindi,5,0.0306
The Blue Helmet,01-01-2017,Hindi,0,0.0429
Bhangarh: The Last Episode,30-03-2017,Hindi,0,0.0311
Narayan,03-11-2017,Hindi,6,0.0289
Ishu's Balloon and a Painting that Comes to Life,16-06-2017,Hindi,0,0.0286
Mum,11-08-2017,Hindi,0,0.0256
Jihad,01-09-2017,Hindi,0,0.0261
Disco Obu,04-02-2017,Hindi,8,0.0362
"Let's Talk About ""It""",11-04-2017,Hindi,0,0.0311
Bhangover,15-12-2017,Hindi,5,0.0423
Opportunity,14-03-2017,Hindi,4.2,0.0338
The Final Exit,22-09-2017,Hindi,0,0.0331
Jivari,30-10-2017,Hindi,0,0.0239
Baaraat Company,28-07-2017,Hindi,0,0.0311
Sparsh,08-11-2017,Hindi,0,0.0382
Shunyata,04-08-2017,Hindi,0,0.0621
Dilwala,18-08-2017,Hindi,0,0.0214
Jattu Engineer,29-06-2017,Hindi,6,0.0286
Luv Shuv Pyar Vyar,03-03-2017,Hindi,0,0.0261
Chanderinama,14-07-2017,Hindi,0,0.0535
Murakh The Idiot,30-07-2017,Hindi,0,0.0286
Pawan Raja,26-10-2017,Hindi,0,0.0362
Welcome Valentine,28-07-2017,Hindi,0,0.0214
Door Bell,27-10-2017,Hindi,5,0.0214
Meri Do Dulhan,15-09-2017,Hindi,4,0.0143
Mridang,15-12-2017,Hindi,6,0.0214
NOT DEAD,12-01-2017,Hindi,0,0.0143
The Slum Stars,07-07-2017,Hindi,7,0.0286
Contract Killer The beginning,25-04-2017,Hindi,0,0.0239
Invisible Anguish,27-09-2017,Hindi,6,0.0239
90 to Win,27-12-2017,Hindi,0,0.0143
Jiya Jaye,21-09-2017,Hindi,0,0.0071
Tere Jaisa Yaar Kahan,25-11-2017,Hindi,0,0.0071
Legends of Jagannath Puri,03-07-2017,Hindi,0,0.0143
Kalaripayattu,19-10-2017,Hindi,0,0.0071
Kali-Bari,30-04-2017,Hindi,0,0.0143
Unarranged,11-06-2017,Hindi,4,0.0214
Have You Met You,20-09-2017,Hindi,0,0.0143
Umeed Ki Kiran,10-03-2017,Hindi,0,0.0143
Veham(illusion) or The ignored silence of words,25-06-2017,Hindi,0,0.0143
The Power Of Vardi,15-12-2017,Hindi,0,0.0071
Taraash,09-11-2017,Hindi,0,0.0071
Sariwala,21-10-2017,Hindi,0,0.0071
Two Point Three (2.3),08-02-2017,Hindi,0,0.0071
Vaashpit,03-12-2017,Hindi,8,0.0071
Toast With The Ghost,01-01-2017,Hindi,0,0
Before the Third Bell,06-08-2017,Hindi,0,0
Rewire,01-01-2017,Hindi,0,0.0071
The Rally,08-09-2017,Hindi,0,0
God on a Leash,17-07-2017,Hindi,0,0
Bachche Kachche Sachche,09-06-2017,Hindi,10,0
Race 3,15-06-2018,Hindi,3.8,2.0765
Padmaavat,25-01-2018,Hindi,6.943,2.4157
Tumbbad,12-10-2018,Hindi,7.481,3.0906
Sanju,29-06-2018,Hindi,7.2,2.2597
Andhadhun,05-10-2018,Hindi,7.641,2.3343
Thugs of Hindostan,07-11-2018,Hindi,5.436,1.5572
Lust Stories,15-06-2018,Hindi,6.2,2.4416
Zero,21-12-2018,Hindi,5.2,1.2056
Raazi,10-05-2018,Hindi,7.204,1.0829
Satyameva Jayate,15-08-2018,Hindi,6.5,1.0972
Karwaan,03-08-2018,Hindi,7.2,0.8907
Loveyatri,05-10-2018,Hindi,5.2,2.9398
Dhadak,20-07-2018,Hindi,7.1,0.9442
Simmba,28-12-2018,Hindi,6.1,0.9221
Hichki,23-03-2018,Hindi,7.6,0.9959
Kedarnath,07-12-2018,Hindi,6.5,0.9143
Laila Majnu,07-09-2018,Hindi,6.7,3.1484
Pad Man,09-02-2018,Hindi,7.4,0.9626
Baaghi 2,30-03-2018,Hindi,5.9,1.1398
Stree,31-08-2018,Hindi,6.9,1.0394
Pari,02-03-2018,Hindi,6.427,0.5996
Pihu,16-11-2018,Hindi,7.5,0.8488
Love Sonia,14-09-2018,Hindi,7.6,0.7496
Jalebi,12-10-2018,Hindi,6.6,0.8713
Lovefucked,26-10-2018,Hindi,4.8,0.9216
Parmanu: The Story of Pokhran,25-05-2018,Hindi,7,0.7737
Yamla Pagla Deewana: Phir Se,31-08-2018,Hindi,3.8,0.8521
5 Weddings,26-10-2018,Hindi,4.5,0.789
Raid,16-03-2018,Hindi,7.2,0.6904
Gold,15-08-2018,Hindi,7.1,0.5283
Mulk,03-08-2018,Hindi,6.7,0.5671
Period. End of Sentence.,05-04-2018,Hindi,7.8,0.6417
October,13-04-2018,Hindi,6.7,0.7514
Mukkabaaz,12-01-2018,Hindi,7.5,0.4494
Veere Di Wedding,01-06-2018,Hindi,4.8,2.6627
Ascharya Fuck It,18-12-2018,Hindi,4.8,3.8254
102 Not Out,04-05-2018,Hindi,7.5,0.4559
Badhaai Ho,19-10-2018,Hindi,7.3,0.6417
Fanney Khan,15-06-2018,Hindi,5.4,0.5611
Paltan,07-09-2018,Hindi,6.3,0.5034
Sui Dhaaga - Made in India,28-09-2018,Hindi,7,0.5238
Manmarziyaan,14-09-2018,Hindi,6.8,0.7498
Love per Square Foot,14-02-2018,Hindi,6.7,0.6356
Aug-25,01-01-2018,Hindi,8,0.3677
Music Teacher,21-09-2018,Hindi,6.8,0.2968
Sonu Ke Titu Ki Sweety,23-02-2018,Hindi,6.6,0.6722
Baazaar,26-10-2018,Hindi,6,0.4102
Mehsampur,12-05-2018,Hindi,5.2,0.4752
Soorma,13-07-2018,Hindi,7.2,0.5707
Sir,20-09-2018,Hindi,7.1,0.7576
Omertà,20-04-2018,Hindi,7.2,0.3555
Batti Gul Meter Chalu,21-09-2018,Hindi,6,0.5013
Blackmail,06-04-2018,Hindi,6.9,0.3657
Kaalakaandi,12-01-2018,Hindi,6.3,0.3896
Welcome to New York,23-02-2018,Hindi,3.3,0.3582
Dassehra,26-10-2018,Hindi,10,0.3429
Missing,06-04-2018,Hindi,6,0.4254
Rajma Chawal,13-10-2018,Hindi,6.5,0.3238
Bhavesh Joshi Superhero,01-06-2018,Hindi,7.4,0.3882
Happy Phirr Bhag Jayegi,24-08-2018,Hindi,6.8,0.4181
Maharajin,17-01-2018,Hindi,0,0.3116
Hate Story IV,09-03-2018,Hindi,5.3,0.3008
Breast Tax,08-05-2018,Hindi,0,0.2915
Bedhadak,01-01-2018,Hindi,10,0.2551
Half Songs,01-01-2018,Hindi,0,1.6035
Udanchhoo,05-01-2018,Hindi,5,0.2225
Vodka Diaries,19-01-2018,Hindi,6.2,0.3547
Manto,24-05-2018,Hindi,7.4,0.3515
Nawabzaade,27-07-2018,Hindi,4.6,0.2956
Helicopter Eela,12-10-2018,Hindi,6.4,0.3131
Namaste England,19-10-2018,Hindi,5.2,0.2386
Page 16,10-08-2018,Hindi,6,1.671
SP Chauhan,07-02-2018,Hindi,8.6,0.3152
1921,12-01-2018,Hindi,5.7,0.3696
Pataakha,28-09-2018,Hindi,7,0.2952
Redrum,10-08-2018,Hindi,7,0.2242
Counterfeit Kunkoo,18-01-2018,Hindi,7.2,0.2409
Kuchh Bheege Alfaaz,16-02-2018,Hindi,7.4,0.2236
Genius,24-08-2018,Hindi,5.5,0.4118
Daas Dev,23-03-2018,Hindi,3,0.1788
Veerey Ki Wedding,02-03-2018,Hindi,4,0.2384
Aiyaary,16-02-2018,Hindi,5.7,0.3185
The Journey of Karma,26-10-2018,Hindi,2,0.2366
Gali Guleiyan,15-03-2018,Hindi,6.8,0.2404
Halkaa,07-09-2018,Hindi,5.6,0.1942
Copy,29-04-2018,Hindi,0,0.1812
"Saheb, Biwi Aur Gangster 3",27-07-2018,Hindi,6.2,0.3236
The Last Letter,01-07-2018,Hindi,0,0.2351
Phir Se,15-01-2018,Hindi,6,0.2934
River Song,22-07-2018,Hindi,6,0.2699
Mohalla Assi,16-11-2018,Hindi,7,0.2861
Kashmir Daily,05-01-2018,Hindi,10,0.1832
Bhaiaji Superhitt,23-11-2018,Hindi,4,0.2105
Pyaar Actually,18-10-2018,Hindi,0,0.1706
Purdah,03-03-2018,Hindi,10,0.1761
Hope Aur Hum,11-05-2018,Hindi,6.2,0.193
Motu Patlu: Mission Moon,09-04-2018,Hindi,0,0.1974
Angrezi Mein Kehte Hain,18-05-2018,Hindi,5.9,0.1529
Haseena,08-01-2018,Hindi,6,1.7724
Mitron,14-09-2018,Hindi,6.2,0.3323
Kuldip Patwal: I Didn't Do It!,02-02-2018,Hindi,4.7,0.27
FryDay,12-10-2018,Hindi,6.5,0.2148
Burning,20-11-2018,Hindi,6.3,0.2457
The Past,11-05-2018,Hindi,2,0.4472
Kaashi in Search of Ganga,26-10-2018,Hindi,4.2,2.3679
Bioscopewala,25-05-2018,Hindi,7,0.2639
Ishq Tera,20-04-2018,Hindi,0,0.1964
Baa Baaa Black Sheep,23-03-2018,Hindi,5,0.2023
III Smoking Barrels,21-09-2018,Hindi,8,0.2079
Ishqeria,21-09-2018,Hindi,5.3,0.2303
Phamous,01-06-2018,Hindi,5.2,0.146
Tell Me,25-05-2018,Hindi,0,0.1428
Hanuman Vs Mahiravana,22-06-2018,Hindi,6,0.1502
Lupt,02-11-2018,Hindi,3.9,0.1962
Amoli,07-05-2018,Hindi,6,0.2048
Ekkees Tareekh Shubh Muhurat,02-11-2018,Hindi,5,0.1654
Good Luck,29-04-2018,Hindi,0,0.1582
Toba Tek Singh,24-08-2018,Hindi,7,0.0928
The Choice,25-05-2018,Hindi,0,0.1402
Jack & Dil,02-11-2018,Hindi,0,0.1706
The Dark Side of Life: Mumbai City,23-11-2018,Hindi,6,0.1278
Beyond the Clouds,20-04-2018,Hindi,6.4,0.1606
Dil Juunglee,09-03-2018,Hindi,7,0.2259
Roohi,06-09-2018,Hindi,0,0.186
Jannat E Milan,23-03-2018,Hindi,0,0.1124
Chalo Jeete Hain,29-07-2018,Hindi,0,0.0878
Nanu Ki Jaanu,20-04-2018,Hindi,5.3,0.1504
Karim Mohammed,24-08-2018,Hindi,6,0.0975
Gaon,17-01-2018,Hindi,3.5,0.1559
Nirahua Hindustani 3,06-11-2018,Hindi,0,0.1187
Maya,19-12-2018,Hindi,8,0.1295
Khajoor Pe Atke,18-05-2018,Hindi,0,0.2885
Veeru,20-06-2018,Hindi,0,0.1476
Nirdosh,19-01-2018,Hindi,5.5,0.1973
The Stitch,01-08-2018,Hindi,0,0.1587
Kartaa,02-04-2018,Hindi,0,0.0813
Meri Nimmo,27-04-2018,Hindi,8,0.1371
Love Training,02-11-2018,Hindi,7,0.2108
The Other Way,20-03-2018,Hindi,0,0.1357
Captain Ching Rises,08-10-2018,Hindi,0,0.1451
Three and a Half,10-01-2018,Hindi,3.2,0.1384
Zakir Khan: Kaksha Gyarvi,23-11-2018,Hindi,7.3,0.1591
Jaane kyun de yaaron,16-02-2018,Hindi,0,0.1334
The Goa Run,10-12-2018,Hindi,0,0.1206
Rogan Josh,26-11-2018,Hindi,3.2,0.3348
Hotel Milan,16-11-2018,Hindi,2,0.1523
Purana Pyaar,30-05-2018,Hindi,0,0.1182
Maa,10-01-2018,Hindi,0,0.0878
Namdev Bhau in Search of Silence,11-10-2018,Hindi,6.5,0.1109
Funeral Sunshine,26-03-2018,Hindi,8,0.1226
River Story,01-03-2018,Hindi,0,0.1196
Mirchi Malini,29-04-2018,Hindi,7,0.0768
Vaikhari,29-03-2018,Hindi,0,0.1185
Gaurav Kapoor: HahaKaar,20-07-2018,Hindi,7,0.1082
Halwa,03-05-2018,Hindi,0,0.0886
Bhonsle,05-10-2018,Hindi,6.4,0.1375
Khejdi,24-05-2018,Hindi,0,0.0758
Maal Road Dilli,12-10-2018,Hindi,0,0.0592
3 Storeys,09-03-2018,Hindi,7,0.1526
Pashi,14-04-2018,Hindi,4.2,0.0757
The Playboy Mr. Sawhney,24-10-2018,Hindi,0,0.0955
Kautuk Srivastava : Anatomy Of Awkward,23-03-2018,Hindi,8,0.0946
The Sound Man Mangesh Desai,27-10-2018,Hindi,0,0.0998
High Jack,20-04-2018,Hindi,7.7,0.0955
Adrishya,03-08-2018,Hindi,0,0.0588
Bhor,20-11-2018,Hindi,7,0.0619
My Birthday Song,19-01-2018,Hindi,5.5,0.1476
Bhaagte Raho,14-12-2018,Hindi,0,0.0709
Redu,18-05-2018,Hindi,0,0.1097
Aunty Ji,29-08-2018,Hindi,0,0.0897
Bhoot Bhaijaan,15-06-2018,Hindi,10,0.0596
Motu Patlu Dino Invasion,24-06-2018,Hindi,0,0.0514
Skin of Marble,10-03-2018,Hindi,0,0.0568
Gauru: Journey of Courage,12-01-2018,Hindi,0,0.0752
Shaadi Teri Bajayenge Hum Band,23-03-2018,Hindi,6,0.06
Lateef To Laden,26-10-2018,Hindi,0,0.0798
Lashtam Pashtam,10-08-2018,Hindi,4,0.1234
Silvat,07-09-2018,Hindi,5.5,0.0541
Dr. Abdul Kalam,31-12-2018,Hindi,0,0.0891
Kuch Pal Pyar Ke,18-05-2018,Hindi,4,0.0869
Blink,28-09-2018,Hindi,0,0.0732
The Gold-Laden Sheep and The Sacred Mountain,04-11-2018,Hindi,8.5,0.0928
Little Singham aur Kaal ka Mahajaal,02-06-2018,Hindi,0,0.0965
Kanika,23-11-2018,Hindi,7,0.0564
Nishant Tanwar : Dilli Se Hoon B*@!%D,06-04-2018,Hindi,6,0.0971
Zoo,01-07-2018,Hindi,6,0.0947
Aithe 2.0,16-03-2018,Hindi,6,0.0511
Pareshaan Parinda,23-03-2018,Hindi,0,0.0777
Juze,17-01-2018,Hindi,6.2,0.0561
Panchaali,26-05-2018,Hindi,3.7,0.0648
Objection My God,30-03-2018,Hindi,0,0.0457
For Susan,28-01-2018,Hindi,0,0.0522
Baarish Aur Chowmein,31-08-2018,Hindi,6.3,0.0672
A Kali Temple Inside Out,06-06-2018,Hindi,0,0.0379
Raja Abroadiya,16-03-2018,Hindi,0,0.0363
Everything is fine,10-05-2018,Hindi,5,0.0389
Village in the Sky,20-09-2018,Hindi,0,0.0499
Other Side of Love,19-10-2018,Hindi,1,0.0496
No More #MeToo,09-09-2018,Hindi,0,0.0363
Hits of Lata Mangeshkar - Vol .1,01-01-2018,Hindi,0,0.0479
Nitishastra,04-06-2018,Hindi,4.7,0.0377
Game Paisa ladki,21-09-2018,Hindi,0,0.0441
Pehchaan,30-09-2018,Hindi,0,0.0357
500 Rupees,17-01-2018,Hindi,0,0.0338
Boys Who Like Girls,30-09-2018,Hindi,3,0.0536
The Indian Post Graduate,18-02-2018,Hindi,0,0.0404
Shootout at etawah safari,13-04-2018,Hindi,0,0.0256
Balamji Love You,16-10-2018,Hindi,0,0.0362
The Good Vibes,08-08-2018,Hindi,0,0.0362
An Engineered Dream,20-07-2018,Hindi,0,0.0311
Her First Time,10-05-2018,Hindi,8,0.0495
After Party,27-07-2018,Hindi,0,0.0286
Sunday,15-08-2018,Hindi,0,0.0264
Unmaad,10-08-2018,Hindi,0,0.0168
宝莱坞零度之恋,21-12-2018,Hindi,7,0.0256
Skywards,07-04-2018,Hindi,0,0.0261
The Barber,07-12-2018,Hindi,0,0.0327
The Colour of My Home,01-01-2018,Hindi,0,0.0327
The Choice,17-02-2018,Hindi,0,0.0327
Chakarghinni,01-01-2018,Hindi,0,0.0239
Welcome To The Horror House,01-01-2018,Hindi,0,0.0214
Anta Fazila,01-01-2018,Hindi,0,0.0214
That Man in the Picture,01-01-2018,Hindi,0,0.0214
"Vardaniya, Beti Ek Vardaan",01-01-2018,Hindi,0,0.0214
Bhootwali Love Story,11-05-2018,Hindi,6,0.0143
Tashi,01-12-2018,Hindi,0,0.0239
Circus,19-04-2018,Hindi,0,0.0168
Raghu Rai: An Unframed Portrait,01-02-2018,Hindi,5,0.0168
Kathor,31-08-2018,Hindi,0,0.0214
Difficult People,13-05-2018,Hindi,0,0.0143
Antim Paath,31-12-2018,Hindi,0,0.0143
Jabali,24-11-2018,Hindi,0,0.0214
Breaking Out!,28-07-2018,Hindi,0,0.0143
Little Singham in London,07-11-2018,Hindi,0,0.0214
Ek Aasha,01-09-2018,Hindi,5.5,0.0143
Reason,10-09-2018,Hindi,8.5,0.0143
Laatsahab,02-06-2018,Hindi,0,0.0071
Bihari Gamchawala,03-11-2018,Hindi,0,0.0071
Compromise,01-01-2018,Hindi,0,0.0143
Hum Teen Saat Saat,12-04-2018,Hindi,0,0.0071
Womeniya: Rhythm of Change,30-09-2018,Hindi,0,0.0071
Please Mind the Gap,22-07-2018,Hindi,0,0.0071
Biryani,22-02-2018,Hindi,0,0.0071
Four,01-06-2018,Hindi,2,0.0071
Wajah,04-05-2018,Hindi,4,0.0143
We are Humanity,02-05-2018,Hindi,5.5,0.0071
Dulhan Ganga Paar Ke,18-05-2018,Hindi,0,0
Paani: Of Women And Water,01-01-2018,Hindi,0,0
Through the Rainbow,08-12-2018,Hindi,1,0
Dream of A Green Panther,08-04-2018,Hindi,8,0
Dream Of A Green Panther,08-04-2018,Hindi,0,0
Uri: The Surgical Strike,11-01-2019,Hindi,7,5.2934
War,02-10-2019,Hindi,6.764,2.6513
Bharat,05-06-2019,Hindi,6.2,2.7771
Badla,08-03-2019,Hindi,7.361,1.5147
Cargo,18-10-2019,Hindi,4.974,1.0957
Student of the Year 2,10-05-2019,Hindi,4.4,3.7043
Kesari,21-03-2019,Hindi,7.1,1.6554
The Man Who Feels No Pain,21-03-2019,Hindi,6.588,1.4154
Kabir Singh,20-06-2019,Hindi,6.4,1.2199
Kalank,17-04-2019,Hindi,5.6,1.6967
Housefull 4,25-10-2019,Hindi,5.7,1.47
Panipat,06-12-2019,Hindi,6.2,1.5138
Shameless,01-04-2019,Hindi,10,1.25
Junglee,29-03-2019,Hindi,6.8,0.9989
Manikarnika: The Queen of Jhansi,25-01-2019,Hindi,6.6,1.0723
Dabangg 3,20-12-2019,Hindi,5,2.7899
Marjaavaan,15-11-2019,Hindi,7.1,1.0274
Gully Boy,14-02-2019,Hindi,7.3,0.957
Drive,01-11-2019,Hindi,5.1,1.0667
Malaal,05-07-2019,Hindi,5,0.8543
Made In China,25-10-2019,Hindi,5.6,0.7414
Super 30,12-07-2019,Hindi,7.3,0.9155
Intercourse,25-12-2019,Hindi,6,0.8821
Chhichhore,05-09-2019,Hindi,7.6,0.8439
Article 15,28-05-2019,Hindi,7.536,0.8603
The Sky Is Pink,11-10-2019,Hindi,7.9,0.7975
Commando 3,28-11-2019,Hindi,7.2,0.9051
The Accidental Prime Minister,11-01-2019,Hindi,5,0.4409
Good Newwz,27-12-2019,Hindi,6.7,0.6076
Notebook,29-03-2019,Hindi,5.7,2.6674
Mission Mangal,15-08-2019,Hindi,6.7,0.55
Fraud Saiyaan,18-01-2019,Hindi,4.2,0.5664
My Dear Prime Minister,14-03-2019,Hindi,6.4,0.4763
The Zoya Factor,19-09-2019,Hindi,5.7,0.5592
Mardaani 2,12-12-2019,Hindi,7.1,0.672
Luka Chuppi,01-03-2019,Hindi,6.1,0.606
Romeo Akbar Walter,15-03-2019,Hindi,6.1,0.6798
Ek Ladki Ko Dekha Toh Aisa Laga,01-02-2019,Hindi,5.6,0.5551
We Came Here to Make God,01-01-2019,Hindi,0,0.2029
Pati Patni Aur Woh,06-12-2019,Hindi,6.2,0.5836
Laal Kaptaan,18-10-2019,Hindi,7,0.5205
Chopsticks,31-05-2019,Hindi,6.1,0.4262
Gone Kesh,29-03-2019,Hindi,6.6,0.4282
Chuskit,18-02-2019,Hindi,10,0.3016
Satyameva Jayate,15-08-2019,Hindi,8,0.4132
Shehjar,02-10-2019,Hindi,0,0.2461
Bypass Road,08-11-2019,Hindi,5.3,0.4654
Main Zaroor Aaunga,27-09-2019,Hindi,6.1,0.3643
Bombairiya,11-01-2019,Hindi,7.25,0.4329
Batla House,15-08-2019,Hindi,6.8,0.4671
Section 375,13-09-2019,Hindi,7.4,0.4448
Total Dhamaal,22-02-2019,Hindi,5.1,0.5285
Khamoshi,14-06-2019,Hindi,5.5,0.4127
Bala,07-11-2019,Hindi,6.6,0.4954
72 Hours: Martyr Who Never Died,19-01-2019,Hindi,4.2,0.3515
De De Pyaar De,17-05-2019,Hindi,6,0.55
Kissebaaz,14-06-2019,Hindi,3.5,2.3199
Bombay Rose,28-08-2019,Hindi,6.7,0.6291
PM Narendra Modi,24-05-2019,Hindi,4.3,0.3597
Motichoor Chaknachoor,15-11-2019,Hindi,6.2,0.4597
The Tashkent Files,12-04-2019,Hindi,7.4,0.5005
The Body,13-12-2019,Hindi,5.6,0.4384
Hum Chaar,15-02-2019,Hindi,5.7,0.4296
Blank,03-05-2019,Hindi,6.8,0.3203
Milan Talkies,15-03-2019,Hindi,4.3,0.4529
Soni,18-01-2019,Hindi,6.7,0.3049
Kasganj,12-04-2019,Hindi,0,0.3073
Badnaam Gali,10-05-2019,Hindi,6.2,0.3125
Axone,02-10-2019,Hindi,6,0.4199
One Day: Justice Delivered,05-07-2019,Hindi,3.9,0.3863
Dream Girl,13-09-2019,Hindi,6.4,0.4062
La Llorona,16-11-2019,Hindi,0,0.3252
Prassthanam,20-09-2019,Hindi,6.5,0.3408
Sonchiriya,01-03-2019,Hindi,8.2,0.3615
Jhalki,27-09-2019,Hindi,6.8,0.212
Photograph,15-03-2019,Hindi,6.7,0.3054
The Song of Scorpions,19-09-2019,Hindi,8,0.4142
The Sholay Girl,08-03-2019,Hindi,7,0.3034
Why Cheat India,18-01-2019,Hindi,5.5,0.382
Pagalpanti,22-11-2019,Hindi,4.7,0.4945
Posham Pa,21-08-2019,Hindi,6,0.2322
Amavas,07-02-2019,Hindi,5.5,0.3328
Wig,18-07-2019,Hindi,0,0.2685
Chhota Bheem: Kung Fu Dhamaka,10-05-2019,Hindi,8.3,0.279
Ghost,18-10-2019,Hindi,4.9,0.2592
India's Most Wanted,17-05-2019,Hindi,5,0.3511
Upstarts,18-10-2019,Hindi,7.1,0.3339
The Last Color,04-01-2019,Hindi,8.2,0.2541
Satellite Shankar,08-11-2019,Hindi,7.6,0.2421
Ujda Chaman,01-11-2019,Hindi,6.4,0.3968
Hamid,15-03-2019,Hindi,7,0.2926
Jabariya Jodi,09-08-2019,Hindi,4.5,0.5126
Barot House,07-08-2019,Hindi,6.2,0.2939
Hume Tumse Pyaar Kitna,04-07-2019,Hindi,4,0.1983
Yours Truly,20-01-2019,Hindi,8.2,0.2895
Khandaani Shafakhana,02-08-2019,Hindi,5.9,0.2626
Lihaaf: The Quilt,19-07-2019,Hindi,3.5,0.1931
Yeh Saali Aashiqui,29-11-2019,Hindi,8.8,0.2763
Rakkhosh,20-01-2019,Hindi,6.1,0.2169
House Arrest,15-11-2019,Hindi,6.6,0.2615
Jhootha Kahin Ka,19-07-2019,Hindi,4.7,0.2604
Hyderabad Nawabs 2,19-07-2019,Hindi,8.5,0.1793
Displacement and Resilience,28-09-2019,Hindi,0,0.1387
Arjun Patiala,19-07-2019,Hindi,4.1,0.3897
The Booth,11-05-2019,Hindi,6.9,0.458
Number Game,15-02-2019,Hindi,6,0.1701
Pal Pal Dil Ke Paas,20-09-2019,Hindi,4.9,0.3166
Paharganj,12-04-2019,Hindi,7,0.2621
One Night at Villa,25-10-2019,Hindi,0,0.2431
Family of Thakurganj,19-07-2019,Hindi,5,0.1482
Little Singham: Mahabali,10-12-2019,Hindi,0,0.3107
22 Yards,15-03-2019,Hindi,10,0.1939
Tottaa Pataaka Item Maal,27-07-2019,Hindi,4.7,0.2266
Noblemen,28-06-2019,Hindi,6,0.2475
Tony,29-11-2019,Hindi,7.5,0.1895
Gully Boy: Live In Concert,14-02-2019,Hindi,5.4,0.1952
706,11-01-2019,Hindi,5.1,0.2898
Kanpuriye,25-10-2019,Hindi,0,0.2125
Line of Descent,13-12-2019,Hindi,5.2,0.3692
Nirmal Anand Ki Puppy,11-07-2019,Hindi,10,0.1311
Parking Closed,08-02-2019,Hindi,0,0.199
Ammaa Ki Boli,30-08-2019,Hindi,4.2,0.2503
377 Ab Normal,19-03-2019,Hindi,6,0.2041
Sapera,27-03-2019,Hindi,0,0.221
In Her City...,08-04-2019,Hindi,0,0.1004
Chousar Firangi,05-04-2019,Hindi,6.3,0.1814
Biswa Kalyan Rath: Sushi,25-10-2019,Hindi,6.7,0.1123
Daddy's Got Moves,08-05-2019,Hindi,0,0.1698
Bebaak,23-05-2019,Hindi,7.5,0.2076
The Fakir of Venice,08-02-2019,Hindi,4.7,0.1928
Thackeray,25-01-2019,Hindi,5.1,0.2028
Sharmaji Ki Lag Gai,15-03-2019,Hindi,0,0.1383
Rangeela Raja,18-01-2019,Hindi,0,0.1955
Happi,25-12-2019,Hindi,8,0.1409
Rubaru Roshni,26-01-2019,Hindi,7.7,0.1339
Gamak Ghar,18-10-2019,Hindi,9,0.1447
